ID,NOME,ANO_PESQUISA,INSTITUICAO_ENSINO_ALUNO,BOLSISTA,ANOS_PM,FASE,TURMA,PONTO_VIRADA,INDE,PEDRA,IAA,IEG,IPS,IDA,IPP,IPV,IAN,NIVEL_IDEAL,DEFASAGEM
995,ALUNO-995,2021,Escola Pública,0,2,1,F,Não,5.751,Ágata,8.0,5.8,7.5,0.9,7.7,7.9,5.0,2.0,-1.0
996,ALUNO-996,2021,Rede Decisão,1,3,2,G,Não,6.892,Ametista,9.0,5.8,7.5,5.6,7.3,6.2,10.0,2.0,0.0
997,ALUNO-997,2021,Rede Decisão,1,2,2,A,Sim,8.767,Topázio,8.5,10.0,5.0,8.6,7.9,9.5,10.0,2.0,0.0
999,ALUNO-999,2021,Rede Decisão,1,3,3,G,Não,6.858,Ágata,7.9,6.1,4.4,6.4,6.9,7.2,10.0,3.0,0.0
1001,ALUNO-1001,2021,Escola Pública,0,0,0,K,Sim,8.931,Topázio,9.5,10.0,7.5,6.9,8.4,10.0,10.0,0.0,0.0
1002,ALUNO-1002,2021,Escola Pública,0,1,3,J,Não,7.693,Ametista,8.8,8.3,7.5,7.5,7.7,8.1,5.0,5.0,-2.0
1004,ALUNO-1004,2021,Escola Pública,0,1,0,I,Não,7.506,Ametista,10.0,10.0,6.9,6.4,7.8,6.3,5.0,2.0,-2.0
1007,ALUNO-1007,2021,Escola Pública,0,2,2,P,Não,3.752,Quartzo,0.0,1.7,7.5,0.8,7.2,6.5,5.0,3.0,-1.0
1009,ALUNO-1009,2021,Escola Pública,0,0,0,S,Não,7.4,Ametista,7.0,10.0,7.5,6.3,2.5,7.2,10.0,0.0,0.0
1010,ALUNO-1010,2021,Escola Pública,0,2,1,B,Não,7.449,Ametista,8.0,10.0,7.5,5.2,7.5,8.1,5.0,2.0,-1.0
1013,ALUNO-1013,2021,Escola Pública,0,0,2,M,Não,7.292,Ametista,9.0,7.9,7.5,6.1,8.1,7.7,5.0,3.0,-1.0
1014,ALUNO-1014,2021,Escola Pública,0,2,1,N,Não,7.636,Ametista,9.0,8.3,7.5,6.3,8.1,8.7,5.0,2.0,-1.0
1015,ALUNO-1015,2021,Rede Decisão,1,3,3,J,Sim,8.475,Topázio,9.6,8.9,7.5,6.9,7.9,9.1,10.0,3.0,0.0
1016,ALUNO-1016,2021,Escola Pública,0,2,2,H,Não,4.946,Quartzo,9.0,0.8,7.5,1.1,7.5,8.3,5.0,3.0,-1.0
1017,ALUNO-1017,2021,Rede Decisão,1,3,3,J,Sim,7.844,Ametista,8.8,7.2,7.5,5.8,7.9,9.2,10.0,2.0,1.0
1022,ALUNO-1022,2021,Escola Pública,0,1,1,F,Não,7.219,Ametista,9.0,9.2,7.5,1.9,7.7,7.9,10.0,1.0,0.0
1023,ALUNO-1023,2021,Escola Pública,0,0,0,O,Sim,7.896,Ametista,9.0,10.0,7.5,5.8,7.5,9.2,5.0,1.0,-1.0
1026,ALUNO-1026,2021,Escola Pública,0,0,3,B,Não,7.008,Ametista,9.6,6.1,7.5,5.6,7.1,6.2,10.0,3.0,0.0
1027,ALUNO-1027,2021,Rede Decisão,1,5,6,C,Não,5.672,Ágata,7.5,3.9,0.0,6.8,7.1,5.4,10.0,6.0,0.0
1028,ALUNO-1028,2021,Escola Pública,0,2,2,D,Não,6.917,Ametista,8.4,5.4,7.5,7.1,7.5,7.8,5.0,3.0,-1.0
1029,ALUNO-1029,2021,Escola Pública,0,2,2,P,Sim,8.782,Topázio,9.0,7.9,7.5,8.4,9.2,9.7,10.0,2.0,0.0
1031,ALUNO-1031,2021,Escola Pública,0,1,1,B,Sim,8.863,Topázio,9.5,10.0,7.5,8.1,7.5,9.0,10.0,1.0,0.0
1032,ALUNO-1032,2021,Escola Pública,0,0,1,R,Não,7.451,Ametista,10.0,8.3,7.5,5.1,8.5,8.3,5.0,3.0,-2.0
1034,ALUNO-1034,2021,Escola Pública,0,2,2,M,Sim,7.679,Ametista,8.0,9.2,7.5,5.8,8.3,9.0,5.0,3.0,-1.0
1035,ALUNO-1035,2021,Escola Pública,0,1,1,C,Sim,7.718,Ametista,9.5,7.9,6.9,6.0,8.8,9.6,5.0,2.0,-1.0
1038,ALUNO-1038,2021,Escola Pública,0,0,4,F,Não,6.619,Ágata,8.3,6.1,0.0,6.5,8.0,7.3,10.0,4.0,0.0
1043,ALUNO-1043,2021,Escola Pública,0,0,0,M,Não,8.367,Topázio,9.5,10.0,7.5,6.8,7.5,7.8,10.0,0.0,0.0
1044,ALUNO-1044,2021,Escola Pública,0,0,0,L,Não,8.25,Topázio,9.0,10.0,7.5,5.5,7.5,8.8,10.0,0.0,0.0
1049,ALUNO-1049,2021,Escola Pública,0,0,1,R,Não,7.457,Ametista,7.9,8.8,7.5,6.0,8.5,8.1,5.0,2.0,-1.0
1050,ALUNO-1050,2021,Escola Pública,0,0,0,R,Sim,8.788,Topázio,10.0,10.0,7.5,6.9,7.5,9.5,10.0,0.0,0.0
1051,ALUNO-1051,2021,Escola Pública,0,2,3,F,Não,3.599,Quartzo,0.0,1.7,7.5,1.3,6.9,2.9,10.0,3.0,0.0
1055,ALUNO-1055,2021,Escola Pública,0,0,3,F,Não,6.421,Ágata,7.5,4.7,5.0,4.7,7.7,7.6,10.0,3.0,0.0
1057,ALUNO-1057,2021,Escola Pública,0,0,3,L,Sim,7.494,Ametista,8.3,5.6,7.5,5.8,8.3,9.0,10.0,3.0,0.0
1063,ALUNO-1063,2021,Escola Pública,0,0,0,S,Não,4.9,Quartzo,9.5,0.0,7.5,2.3,7.5,7.5,5.0,1.0,-1.0
1064,ALUNO-1064,2021,Escola Pública,0,0,0,N,Não,6.817,Ágata,10.0,10.0,0.0,6.3,5.0,7.8,5.0,2.0,-2.0
1065,ALUNO-1065,2021,Escola Pública,0,0,0,R,Não,8.0,Ametista,9.5,10.0,7.5,7.0,7.5,8.3,5.0,1.0,-1.0
1066,ALUNO-1066,2021,Escola Pública,0,0,3,M,Não,6.54,Ágata,6.7,4.7,7.5,5.8,7.3,6.5,10.0,3.0,0.0
1067,ALUNO-1067,2021,Escola Pública,0,3,1,E,Sim,8.544,Topázio,9.5,10.0,7.5,8.1,8.8,9.2,5.0,2.0,-1.0
1068,ALUNO-1068,2021,Escola Pública,0,0,6,A,Não,7.501,Ametista,9.2,8.6,7.5,6.8,8.1,7.2,5.0,7.0,-1.0
1070,ALUNO-1070,2021,Escola Pública,0,2,1,E,Não,7.758,Ametista,9.5,9.6,7.5,5.4,8.3,8.7,5.0,2.0,-1.0
1071,ALUNO-1071,2021,Escola Pública,0,0,2,A,Não,7.194,Ametista,9.5,7.1,7.5,5.7,7.3,8.6,5.0,3.0,-1.0
1072,ALUNO-1072,2021,Escola Pública,0,1,3,C,Não,7.033,Ametista,9.2,5.3,7.5,4.6,7.5,8.2,10.0,3.0,0.0
1073,ALUNO-1073,2021,Escola Pública,0,0,1,B,Não,6.914,Ametista,8.5,8.3,7.5,5.4,7.5,6.6,5.0,2.0,-1.0
1075,ALUNO-1075,2021,Rede Decisão,1,5,5,A,Sim,7.859,Ametista,7.5,7.2,7.5,6.3,7.8,9.4,10.0,5.0,0.0
1078,ALUNO-1078,2021,Escola Pública,0,2,2,R,Não,4.45,Quartzo,9.0,1.7,8.1,0.0,7.7,5.7,5.0,3.0,-1.0
1083,ALUNO-1083,2021,Escola Pública,0,0,2,E,Não,3.498,Quartzo,0.0,2.9,5.0,0.0,7.8,5.7,5.0,4.0,-2.0
1084,ALUNO-1084,2021,Escola Pública,0,2,1,F,Não,7.954,Ametista,8.0,9.6,6.9,5.6,7.9,8.2,10.0,1.0,0.0
1085,ALUNO-1085,2021,Escola Pública,0,0,4,L,Não,6.234,Ágata,8.8,7.5,7.5,3.9,7.3,5.5,5.0,5.0,-1.0
1086,ALUNO-1086,2021,Escola Pública,0,0,0,O,Não,7.746,Ametista,7.9,10.0,7.5,6.2,7.5,8.6,5.0,2.0,-2.0
1087,ALUNO-1087,2021,Escola Pública,0,3,2,M,Não,7.329,Ametista,8.5,8.8,7.5,5.0,8.1,8.3,5.0,3.0,-1.0
1089,ALUNO-1089,2021,Escola Pública,0,2,1,G,Não,5.653,Ágata,9.0,2.9,7.5,3.6,7.5,7.2,5.0,2.0,-1.0
1090,ALUNO-1090,2021,Escola Pública,0,3,1,M,Sim,7.179,Ametista,8.5,8.8,7.5,3.7,7.9,9.0,5.0,2.0,-1.0
1093,ALUNO-1093,2021,Rede Decisão,1,5,6,A,Não,7.225,Ametista,7.9,7.2,7.5,5.4,8.0,6.8,10.0,3.0,3.0
1095,ALUNO-1095,2021,Escola Pública,0,2,1,C,Sim,9.294,Topázio,10.0,9.2,8.1,8.9,9.2,9.7,10.0,0.0,1.0
1096,ALUNO-1096,2021,Rede Decisão,1,2,3,B,Sim,8.814,Topázio,10.0,8.9,7.5,7.5,8.3,9.7,10.0,3.0,0.0
1098,ALUNO-1098,2021,Escola Pública,0,0,0,L,Não,8.313,Topázio,10.0,10.0,7.5,5.3,7.5,8.8,10.0,0.0,0.0
1099,ALUNO-1099,2021,Escola Pública,0,0,1,F,Não,8.331,Topázio,10.0,9.6,6.3,5.9,8.1,8.9,10.0,1.0,0.0
1103,ALUNO-1103,2021,Escola Pública,0,5,2,G,Não,4.0,Quartzo,0.0,2.9,5.6,3.3,6.0,5.5,5.0,4.0,-2.0
1104,ALUNO-1104,2021,Escola Pública,0,0,1,N,Não,6.889,Ametista,9.5,7.9,7.5,3.6,7.9,7.9,5.0,2.0,-1.0
1105,ALUNO-1105,2021,Escola Pública,0,5,2,D,Não,6.621,Ágata,9.5,6.3,6.3,5.5,7.3,7.3,5.0,3.0,-1.0
1107,ALUNO-1107,2021,Escola Pública,0,0,2,B,Não,8.217,Ametista,10.0,9.6,7.5,8.0,7.5,8.5,5.0,3.0,-1.0
1110,ALUNO-1110,2021,Escola Pública,0,2,2,A,Não,6.871,Ágata,9.0,5.4,7.5,5.1,6.5,7.3,10.0,2.0,0.0
1112,ALUNO-1112,2021,Rede Decisão,1,3,7,A,Não,7.242,Ametista,8.3,7.2,6.3,6.5,7.8,6.3,10.0,7.0,0.0
1114,ALUNO-1114,2021,Escola Pública,0,0,3,M,Não,6.376,Ágata,7.5,4.4,7.5,6.5,6.9,5.0,10.0,3.0,0.0
1115,ALUNO-1115,2021,Escola Pública,0,0,1,E,Não,3.638,Quartzo,0.0,1.7,6.9,0.4,7.1,6.7,5.0,3.0,-2.0
1117,ALUNO-1117,2021,Escola Pública,0,0,0,N,Não,7.129,Ametista,9.5,8.3,0.0,6.8,7.5,7.0,10.0,0.0,0.0
1119,ALUNO-1119,2021,Escola Pública,0,2,2,A,Não,7.383,Ametista,10.0,5.8,7.5,5.6,7.1,8.2,10.0,1.0,1.0
1122,ALUNO-1122,2021,Escola Pública,0,0,4,L,Não,7.906,Ametista,8.8,5.8,7.5,8.4,7.8,8.3,10.0,4.0,0.0
1123,ALUNO-1123,2021,Rede Decisão,1,0,4,G,Não,7.634,Ametista,7.5,8.6,6.3,7.5,8.3,8.5,5.0,6.0,-2.0
1124,ALUNO-1124,2021,Escola Pública,0,0,4,F,Não,7.264,Ametista,7.9,8.6,5.6,6.0,8.1,8.4,5.0,6.0,-2.0
1126,ALUNO-1126,2021,Escola Pública,0,0,3,G,Não,5.047,Quartzo,7.1,3.3,7.5,4.0,6.7,4.8,5.0,4.0,-1.0
1127,ALUNO-1127,2021,Rede Decisão,1,3,3,A,Não,7.547,Ametista,9.2,7.8,6.3,5.5,7.9,7.8,10.0,3.0,0.0
1128,ALUNO-1128,2021,Rede Decisão,1,3,4,F,Não,7.961,Ametista,9.2,8.9,5.0,8.1,8.8,8.9,5.0,5.0,-1.0
1129,ALUNO-1129,2021,Escola Pública,0,2,2,I,Não,7.261,Ametista,6.8,7.9,6.9,4.6,7.7,8.1,10.0,2.0,0.0
1130,ALUNO-1130,2021,Rede Decisão,1,2,2,N,Sim,9.107,Topázio,10.0,10.0,7.5,9.5,9.8,9.9,5.0,3.0,-1.0
1131,ALUNO-1131,2021,Escola Pública,0,2,3,M,Não,5.774,Ágata,7.1,5.6,7.5,4.1,6.9,6.0,5.0,4.0,-1.0
1132,ALUNO-1132,2021,Rede Decisão,1,2,7,A,Não,7.584,Ametista,7.1,8.6,7.5,8.0,8.3,7.4,5.0,8.0,-1.0
1136,ALUNO-1136,2021,Escola Pública,0,2,4,E,Sim,8.292,Topázio,8.8,9.2,7.5,8.2,8.8,9.1,5.0,5.0,-1.0
1139,ALUNO-1139,2021,Escola Pública,0,2,3,C,Não,6.497,Ágata,8.8,5.8,7.5,5.0,7.5,7.3,5.0,4.0,-1.0
1140,ALUNO-1140,2021,Escola Pública,0,0,5,B,Não,6.545,Ágata,7.5,6.1,7.5,5.5,7.8,7.2,5.0,7.0,-2.0
1141,ALUNO-1141,2021,Escola Pública,0,2,2,P,Não,6.969,Ametista,7.4,5.0,7.5,6.9,8.1,8.9,5.0,4.0,-2.0
1143,ALUNO-1143,2021,Escola Pública,0,0,0,O,Não,7.154,Ametista,8.5,10.0,3.8,6.3,7.5,7.1,5.0,1.0,-1.0
1146,ALUNO-1146,2021,Escola Pública,0,0,3,A,Não,7.775,Ametista,9.6,7.2,7.5,6.1,7.5,8.3,10.0,3.0,0.0
1147,ALUNO-1147,2021,Escola Pública,0,0,5,L,Não,8.181,Ametista,9.6,8.1,7.5,8.9,8.8,8.6,5.0,6.0,-1.0
1149,ALUNO-1149,2021,Escola Pública,0,2,0,P,Não,5.825,Ágata,9.0,4.2,7.5,5.4,5.0,6.3,5.0,2.0,-2.0
1150,ALUNO-1150,2021,Escola Pública,0,3,1,G,Não,7.318,Ametista,8.0,8.8,7.5,5.8,8.3,7.6,5.0,2.0,-1.0
1151,ALUNO-1151,2021,Escola Pública,0,0,3,L,Não,5.931,Ágata,0.0,5.3,7.5,7.8,7.9,6.3,5.0,4.0,-1.0
1155,ALUNO-1155,2021,Escola Pública,0,0,0,R,Sim,9.048,Topázio,9.5,10.0,7.5,7.7,8.4,9.8,10.0,0.0,0.0
1156,ALUNO-1156,2021,Escola Pública,0,0,4,A,Não,6.73,Ágata,8.8,5.3,5.6,6.5,7.0,6.2,10.0,4.0,0.0
1157,ALUNO-1157,2021,Escola Pública,0,0,0,R,Não,7.629,Ametista,7.5,6.7,7.5,7.1,7.5,8.2,10.0,0.0,0.0
1159,ALUNO-1159,2021,Rede Decisão,1,2,5,L,Não,8.014,Ametista,8.8,8.3,7.5,8.6,8.3,8.4,5.0,6.0,-1.0
1160,ALUNO-1160,2021,Escola Pública,0,0,4,A,Não,7.13,Ametista,7.9,5.8,7.5,5.8,8.0,7.4,10.0,4.0,0.0
1161,ALUNO-1161,2021,Escola Pública,0,3,3,L,Não,6.458,Ágata,7.9,6.1,3.8,6.9,5.8,8.1,5.0,5.0,-2.0
1164,ALUNO-1164,2021,Escola Pública,0,0,0,S,Não,6.571,Ágata,9.0,5.0,7.5,6.2,7.5,7.2,5.0,1.0,-1.0
1165,ALUNO-1165,2021,Escola Pública,0,2,3,F,Não,7.765,Ametista,7.9,8.6,7.5,7.2,7.7,8.9,5.0,4.0,-1.0
1166,ALUNO-1166,2021,Escola Pública,0,4,2,E,Não,3.979,Quartzo,0.0,2.1,6.9,3.5,5.4,5.7,5.0,4.0,-2.0
1167,ALUNO-1167,2021,Escola Pública,0,2,2,G,Não,6.294,Ágata,10.0,6.3,7.5,1.8,6.9,6.2,10.0,2.0,0.0
1168,ALUNO-1168,2021,Escola Pública,0,1,1,M,Sim,8.104,Ametista,9.5,9.6,7.5,6.9,8.1,9.0,5.0,3.0,-2.0
1170,ALUNO-1170,2021,Escola Pública,0,2,1,E,Não,4.275,Quartzo,9.5,1.3,8.1,0.0,7.3,5.2,5.0,2.0,-1.0
1171,ALUNO-1171,2021,Rede Decisão,1,2,3,F,Sim,9.025,Topázio,8.8,8.9,6.3,9.2,9.2,9.9,10.0,3.0,0.0
1174,ALUNO-1174,2021,Rede Decisão,1,2,6,C,Não,6.775,Ágata,8.3,7.2,3.8,6.0,6.7,6.3,10.0,6.0,0.0
1175,ALUNO-1175,2021,Escola Pública,0,1,1,J,Não,5.915,Ágata,8.0,6.3,7.5,2.2,8.4,6.7,5.0,2.0,-1.0
1176,ALUNO-1176,2021,Rede Decisão,1,4,5,B,Sim,8.003,Ametista,9.2,6.9,8.1,8.5,8.4,9.3,5.0,6.0,-1.0
1181,ALUNO-1181,2021,Escola Pública,0,2,1,F,Não,7.961,Ametista,9.0,9.6,5.6,7.6,8.1,8.7,5.0,2.0,-1.0
1182,ALUNO-1182,2021,Escola Pública,0,0,0,L,Não,7.006,Ametista,7.4,8.3,7.5,4.4,6.6,6.6,10.0,0.0,0.0
1183,ALUNO-1183,2021,Escola Pública,0,0,1,B,Não,7.614,Ametista,8.5,9.2,7.5,6.4,7.5,8.3,5.0,2.0,-1.0
1190,ALUNO-1190,2021,Escola Pública,0,2,2,M,Não,7.554,Ametista,8.5,8.8,7.5,6.1,8.1,8.3,5.0,3.0,-1.0
1191,ALUNO-1191,2021,Rede Decisão,1,0,3,A,Não,4.615,Quartzo,7.5,2.5,4.4,1.9,7.1,4.2,10.0,3.0,0.0
1195,ALUNO-1195,2021,Escola Pública,0,1,3,B,Não,8.322,Topázio,9.2,8.6,7.5,7.4,7.9,8.3,10.0,3.0,0.0
1196,ALUNO-1196,2021,Escola Pública,0,0,7,A,Não,7.892,Ametista,9.2,6.9,7.5,6.1,8.3,9.0,10.0,7.0,0.0
1197,ALUNO-1197,2021,Rede Decisão,1,5,7,A,Não,8.04,Ametista,8.3,8.3,7.5,7.8,7.8,7.3,10.0,7.0,0.0
1198,ALUNO-1198,2021,Escola Pública,0,1,2,J,Não,4.814,Quartzo,9.5,3.3,5.0,2.4,6.7,5.3,5.0,3.0,-1.0
1199,ALUNO-1199,2021,Escola Pública,0,0,0,S,Não,7.025,Ametista,8.5,8.3,7.5,4.9,7.5,7.7,5.0,1.0,-1.0
1201,ALUNO-1201,2021,Rede Decisão,1,2,7,A,Não,7.031,Ametista,7.1,6.1,5.6,6.5,8.1,7.1,10.0,7.0,0.0
1204,ALUNO-1204,2021,Escola Pública,0,0,1,G,Sim,8.797,Topázio,10.0,9.6,7.5,6.9,8.3,9.6,10.0,1.0,0.0
1205,ALUNO-1205,2021,Escola Pública,0,2,2,A,Não,8.04,Ametista,8.5,9.2,7.5,5.5,7.3,8.9,10.0,2.0,0.0
1206,ALUNO-1206,2021,Escola Pública,0,0,0,T,Sim,8.871,Topázio,8.5,10.0,7.5,7.6,8.1,9.7,10.0,0.0,0.0
1210,ALUNO-1210,2021,Escola Pública,0,0,0,L,Não,8.25,Topázio,8.0,10.0,7.5,6.8,7.5,8.0,10.0,0.0,0.0
1211,ALUNO-1211,2021,Escola Pública,0,0,0,L,Não,6.748,Ágata,8.4,6.7,7.5,4.8,6.6,6.1,10.0,0.0,0.0
1212,ALUNO-1212,2021,Escola Pública,0,0,1,G,Não,5.703,Ágata,9.0,4.2,6.3,3.3,7.5,7.2,5.0,2.0,-1.0
1214,ALUNO-1214,2021,Escola Pública,0,0,1,M,Sim,7.496,Ametista,10.0,10.0,7.5,3.0,8.1,9.2,5.0,2.0,-1.0
1215,ALUNO-1215,2021,Escola Pública,0,0,1,B,Não,7.401,Ametista,9.5,10.0,2.5,6.3,7.5,8.4,5.0,2.0,-1.0
1217,ALUNO-1217,2021,Rede Decisão,1,5,3,A,Sim,8.181,Ametista,8.8,8.6,7.5,7.6,9.2,9.5,5.0,4.0,-1.0
1219,ALUNO-1219,2021,Rede Decisão,1,4,5,B,Não,8.201,Ametista,7.9,7.5,7.5,7.9,8.6,8.6,10.0,4.0,1.0
1221,ALUNO-1221,2021,Escola Pública,0,0,2,N,Sim,8.618,Topázio,9.0,10.0,7.5,8.0,9.8,9.4,5.0,3.0,-1.0
1223,ALUNO-1223,2021,Escola Pública,0,2,2,R,Não,6.779,Ágata,6.8,8.3,8.1,4.7,8.1,6.8,5.0,3.0,-1.0
1226,ALUNO-1226,2021,Escola Pública,0,2,2,R,Não,6.621,Ágata,5.3,8.3,8.1,4.7,8.1,6.8,5.0,3.0,-1.0
1228,ALUNO-1228,2021,Escola Pública,0,2,3,L,Não,3.603,Quartzo,0.0,0.6,7.5,3.1,6.3,2.5,10.0,3.0,0.0
1229,ALUNO-1229,2021,Escola Pública,0,3,1,J,Não,5.588,Ágata,9.5,5.8,4.4,0.7,8.1,7.9,5.0,2.0,-1.0
1230,ALUNO-1230,2021,Rede Decisão,1,4,4,G,Não,7.714,Ametista,7.1,8.6,6.9,5.8,8.1,8.1,10.0,3.0,1.0
1231,ALUNO-1231,2021,Escola Pública,0,4,2,E,Não,4.133,Quartzo,0.0,1.7,6.3,3.1,7.5,6.5,5.0,3.0,-1.0
1232,ALUNO-1232,2021,Escola Pública,0,2,2,H,Não,2.717,Quartzo,0.0,0.8,7.5,0.9,6.3,2.5,5.0,3.0,-1.0
1233,ALUNO-1233,2021,Rede Decisão,1,4,5,F,Não,7.416,Ametista,9.6,6.7,5.0,7.8,7.7,6.5,10.0,5.0,0.0
1234,ALUNO-1234,2021,Escola Pública,0,0,0,L,Não,7.229,Ametista,8.5,6.7,7.5,5.6,7.5,7.2,10.0,0.0,0.0
1237,ALUNO-1237,2021,Escola Pública,0,0,3,F,Não,4.372,Quartzo,6.7,2.2,7.5,2.3,7.1,4.2,5.0,4.0,-1.0
1239,ALUNO-1239,2021,Escola Pública,0,0,1,R,Não,5.574,Ágata,8.5,5.8,7.5,2.0,7.3,5.9,5.0,2.0,-1.0
1240,ALUNO-1240,2021,Escola Pública,0,0,2,K,Não,6.917,Ametista,7.4,7.9,7.5,4.3,7.9,8.5,5.0,3.0,-1.0
1242,ALUNO-1242,2021,Escola Pública,0,0,1,G,Não,5.507,Quartzo,7.4,4.6,7.5,2.4,8.1,6.6,5.0,2.0,-1.0
1244,ALUNO-1244,2021,Escola Pública,0,2,1,B,Não,7.389,Ametista,10.0,8.8,7.5,5.8,7.5,7.4,5.0,2.0,-1.0
1248,ALUNO-1248,2021,Rede Decisão,1,4,3,G,Não,6.047,Ágata,9.2,3.9,5.6,6.5,7.7,6.1,5.0,4.0,-1.0
1250,ALUNO-1250,2021,Escola Pública,0,2,3,R,Não,6.343,Ágata,6.7,5.8,6.9,5.8,7.5,7.1,5.0,4.0,-1.0
1251,ALUNO-1251,2021,Escola Pública,0,1,3,M,Não,7.789,Ametista,8.8,7.2,6.3,8.1,7.5,7.4,10.0,3.0,0.0
1254,ALUNO-1254,2021,Escola Pública,0,3,3,C,Não,7.379,Ametista,9.2,5.8,7.5,6.8,7.5,7.2,10.0,3.0,0.0
1256,ALUNO-1256,2021,Escola Pública,0,3,5,A,Não,6.541,Ágata,9.2,7.5,7.5,3.6,7.7,6.9,5.0,6.0,-1.0
1260,ALUNO-1260,2021,Escola Pública,0,1,1,C,Não,6.163,Ágata,9.0,5.0,7.5,3.9,7.7,7.3,5.0,2.0,-1.0
1264,ALUNO-1264,2021,Escola Pública,0,2,2,E,Não,6.254,Ágata,8.0,4.2,8.1,3.1,7.3,7.3,10.0,2.0,0.0
1266,ALUNO-1266,2021,Escola Pública,0,0,3,R,Não,4.817,Quartzo,10.0,3.3,5.6,1.8,6.9,2.8,10.0,3.0,0.0
1268,ALUNO-1268,2021,Escola Pública,0,0,1,A,Não,6.978,Ametista,8.0,7.5,7.5,5.0,7.5,8.4,5.0,2.0,-1.0
1275,ALUNO-1275,2021,Escola Pública,0,2,1,G,Sim,8.468,Topázio,9.5,9.6,7.5,7.8,8.3,9.8,5.0,2.0,-1.0
1278,ALUNO-1278,2021,Escola Pública,0,2,0,P,Não,5.671,Ágata,8.0,4.2,7.5,4.6,6.3,6.2,5.0,2.0,-2.0
1279,ALUNO-1279,2021,Escola Pública,0,0,5,L,Não,4.729,Quartzo,8.3,1.9,0.0,3.8,7.3,5.1,10.0,5.0,0.0
1285,ALUNO-1285,2021,Escola Pública,0,1,1,J,Sim,8.407,Topázio,9.0,10.0,7.5,5.9,7.7,9.1,10.0,1.0,0.0
1286,ALUNO-1286,2021,Escola Pública,0,0,0,K,Não,8.015,Ametista,10.0,8.3,7.5,6.5,7.8,7.6,10.0,0.0,0.0
1287,ALUNO-1287,2021,Escola Pública,0,1,0,J,Não,7.546,Ametista,8.0,10.0,7.5,5.3,7.5,8.4,5.0,2.0,-2.0
1288,ALUNO-1288,2021,Rede Decisão,1,5,7,A,Não,6.787,Ágata,8.8,7.2,5.6,5.8,6.7,5.4,10.0,7.0,0.0
1289,ALUNO-1289,2021,Escola Pública,0,1,2,L,Não,6.86,Ágata,8.5,7.9,7.5,4.8,7.9,7.1,5.0,3.0,-1.0
1292,ALUNO-1292,2021,Rede Decisão,1,2,3,A,Não,8.614,Topázio,9.6,9.7,7.5,6.7,8.8,8.7,10.0,3.0,0.0
1296,ALUNO-1296,2021,Escola Pública,0,2,1,G,Não,6.844,Ágata,9.5,8.8,7.5,3.5,7.5,7.2,5.0,2.0,-1.0
1298,ALUNO-1298,2021,Escola Pública,0,2,0,O,Não,7.521,Ametista,10.0,8.3,7.5,6.4,7.5,7.8,5.0,1.0,-1.0
1299,ALUNO-1299,2021,Rede Decisão,1,4,7,A,Não,7.936,Ametista,7.1,8.3,7.5,7.2,8.3,7.8,10.0,7.0,0.0
1300,ALUNO-1300,2021,Escola Pública,0,0,1,J,Não,7.297,Ametista,9.0,8.8,7.5,5.3,7.9,7.8,5.0,2.0,-1.0
1301,ALUNO-1301,2021,Escola Pública,0,0,3,D,Não,7.983,Ametista,9.6,7.5,7.5,6.0,8.3,8.7,10.0,3.0,0.0
1302,ALUNO-1302,2021,Escola Pública,0,2,1,R,Não,3.827,Quartzo,0.0,3.3,7.5,0.6,7.2,5.3,5.0,3.0,-2.0
1307,ALUNO-1307,2021,Escola Pública,0,0,2,B,Não,6.917,Ametista,7.0,6.7,7.5,4.8,7.5,7.2,10.0,2.0,0.0
1308,ALUNO-1308,2021,Escola Pública,0,0,3,D,Não,4.892,Quartzo,7.1,3.3,2.5,2.3,7.5,7.8,5.0,4.0,-1.0
1310,ALUNO-1310,2021,Escola Pública,0,0,3,A,Não,6.625,Ágata,9.2,5.3,7.5,3.5,7.5,7.2,10.0,3.0,0.0
1315,ALUNO-1315,2021,Rede Decisão,1,5,2,B,Não,5.075,Quartzo,8.9,3.8,4.4,4.3,5.0,5.7,5.0,3.0,-1.0
1319,ALUNO-1319,2021,Escola Pública,0,2,2,R,Não,7.572,Ametista,6.4,8.3,5.0,6.3,8.1,8.4,10.0,2.0,0.0
1323,ALUNO-1323,2021,Escola Pública,0,2,2,N,Não,7.518,Ametista,8.0,8.8,5.6,5.1,7.9,7.9,10.0,2.0,0.0
1324,ALUNO-1324,2021,Escola Pública,0,3,2,J,Não,7.186,Ametista,8.5,8.8,7.5,3.4,7.5,7.1,10.0,2.0,0.0
1326,ALUNO-1326,2021,Escola Pública,0,2,2,K,Não,4.396,Quartzo,9.0,3.8,5.6,1.3,6.9,3.7,5.0,4.0,-2.0
1330,ALUNO-1330,2021,Escola Pública,0,2,4,E,Não,7.117,Ametista,8.8,8.3,7.5,5.5,7.5,7.3,5.0,5.0,-1.0
1332,ALUNO-1332,2021,Escola Pública,0,0,0,R,Sim,8.775,Topázio,10.0,10.0,7.5,6.6,7.5,9.8,10.0,0.0,0.0
1334,ALUNO-1334,2021,Escola Pública,0,0,0,T,Sim,8.821,Topázio,8.5,10.0,7.5,7.4,8.1,9.7,10.0,0.0,0.0
1335,ALUNO-1335,2021,Rede Decisão,1,0,2,G,Não,4.831,Quartzo,0.0,3.8,7.5,3.4,6.7,4.9,10.0,2.0,0.0
