ID,NOME,ANO_PESQUISA,INSTITUICAO_ENSINO_ALUNO,BOLSISTA,ANOS_PM,FASE,TURMA,PONTO_VIRADA,INDE,PEDRA,IAA,IEG,IPS,IDA,IPP,IPV,IAN,NIVEL_IDEAL,DEFASAGEM
1257,ALUNO-1257,2020,Escola Pública,0,1,3,M,Não,7.64,Ametista,10.0,6.8,7.5,8.0,7.969,8.167,5.0,,
1260,ALUNO-1260,2020,Escola Pública,0,0,1,C,Não,7.976,Ametista,9.5,8.9,7.5,9.0,7.292,7.333,5.0,,
1261,ALUNO-1261,2020,Rede Decisão/União,1,4,5,G,Não,5.436,Quartzo,7.917,7.5,3.125,0.667,6.406,5.292,10.0,,
1262,ALUNO-1262,2020,Escola Pública,0,0,4,A,Não,6.84,Ágata,8.333,9.0,7.5,2.667,8.125,8.056,5.0,,
1264,ALUNO-1264,2020,Escola Pública,0,1,1,H,Não,8.111,Ametista,10.0,8.4,7.5,9.5,7.917,7.444,5.0,,
1265,ALUNO-1265,2020,Escola Pública,0,1,4,B,Não,8.124,Ametista,8.75,9.9,7.5,7.667,8.75,8.056,5.0,,
1266,ALUNO-1266,2020,Escola Pública,0,2,2,R,Não,7.464,Ametista,8.5,8.7,5.0,7.5,7.292,8.222,5.0,,
1270,ALUNO-1270,2020,Escola Pública,0,1,2,E,Não,7.449,Ametista,8.5,6.5,7.5,6.0,7.708,7.889,10.0,,
1274,ALUNO-1274,2020,Escola Pública,0,1,4,A,Sim,7.943,Ametista,9.167,8.4,7.5,7.333,8.958,8.667,5.0,,
1275,ALUNO-1275,2020,Escola Pública,0,1,1,G,Não,8.719,Topázio,10.0,8.5,7.5,10.0,7.188,7.75,10.0,,
1277,ALUNO-1277,2020,Escola Pública,0,3,3,E,Sim,7.64,Ametista,7.083,5.9,5.0,7.667,8.958,9.111,10.0,,
1278,ALUNO-1278,2020,Escola Pública,0,1,0,H,Não,7.317,Ametista,9.0,10.0,7.5,10.0,2.5,4.583,5.0,,
1281,ALUNO-1281,2020,Escola Pública,0,2,7,A,Sim,8.381,Ametista,7.917,9.1,7.5,6.833,8.281,9.125,10.0,,
1282,ALUNO-1282,2020,Rede Decisão/União,1,0,0,A,Não,6.302,Ágata,7.917,8.8,2.5,8.5,2.5,2.75,10.0,,
1284,ALUNO-1284,2020,Escola Pública,0,0,5,A,Não,6.794,Ágata,8.75,8.6,7.5,4.333,7.708,6.556,5.0,,
1285,ALUNO-1285,2020,Escola Pública,0,0,0,H,Não,8.611,Topázio,9.0,9.9,7.5,9.0,7.812,7.0,10.0,,
1287,ALUNO-1287,2020,Escola Pública,0,0,0,A,Não,7.167,Ágata,8.5,10.0,7.5,8.5,2.5,5.583,5.0,,
1288,ALUNO-1288,2020,Rede Decisão/União,1,4,6,B,Não,6.729,Ágata,0.0,7.8,7.5,6.0,7.188,7.5,10.0,,
1289,ALUNO-1289,2020,Escola Pública,0,0,2,L,Não,6.12,Ágata,8.5,7.1,7.5,3.0,6.667,6.667,5.0,,
1290,ALUNO-1290,2020,FIAP,1,2,8,A,Não se Aplica,7.183,Ágata,8.333,0.0,8.75,9.0,0.0,0.0,10.0,,
1291,ALUNO-1291,2020,Escola Pública,0,0,1,K,Não,8.051,Ametista,6.917,6.9,7.5,10.0,7.292,7.5,10.0,,
1292,ALUNO-1292,2020,Escola Pública,0,1,2,P,Não,8.949,Topázio,10.0,9.4,7.5,9.0,8.75,8.222,10.0,,
1293,ALUNO-1293,2020,Escola Pública,0,1,2,C,Não,3.852,Quartzo,0.0,1.1,7.5,0.0,7.708,8.056,5.0,,
1294,ALUNO-1294,2020,Escola Pública,0,1,6,B,Não,4.493,Quartzo,7.917,2.8,5.0,0.0,6.25,5.083,10.0,,
1296,ALUNO-1296,2020,Escola Pública,0,1,1,A,Não,6.846,Ágata,8.5,8.7,5.625,5.75,5.938,7.25,5.0,,
1297,ALUNO-1297,2020,Escola Pública,0,1,7,B,Não,7.081,Ágata,7.917,8.3,6.875,5.667,7.5,7.792,5.0,,
1298,ALUNO-1298,2020,Escola Pública,0,1,0,F,Não,8.547,Topázio,9.5,9.9,7.5,9.0,7.5,6.583,10.0,,
1299,ALUNO-1299,2020,Rede Decisão/União,1,3,6,A,Não,7.82,Ametista,7.917,8.5,7.5,5.167,8.281,8.583,10.0,,
1302,ALUNO-1302,2020,Escola Pública,0,1,1,R,Não,4.327,Quartzo,8.0,0.9,7.5,0.0,7.083,6.944,5.0,,
1303,ALUNO-1303,2020,Escola Pública,0,4,2,H,Não,6.218,Ágata,9.0,7.9,4.375,3.0,5.0,8.5,5.0,,
1309,ALUNO-1309,2020,Escola Pública,0,1,7,A,Não,7.888,Ametista,7.5,8.0,7.5,6.833,8.125,8.042,10.0,,
1313,ALUNO-1313,2020,Escola Pública,0,0,3,H,Não,5.19,Quartzo,8.333,5.2,5.0,2.167,7.5,5.667,5.0,,
1315,ALUNO-1315,2020,Rede Decisão/União,1,4,2,B,Não,5.655,Quartzo,8.0,6.9,5.0,4.5,3.75,6.0,5.0,,
1316,ALUNO-1316,2020,Escola Pública,0,1,0,B,Não,8.5,Topázio,9.5,10.0,7.5,10.0,7.5,7.75,5.0,,
1318,ALUNO-1318,2020,Estácio,1,4,8,A,Não se Aplica,7.255,Ágata,8.75,0.0,7.5,9.7,0.0,0.0,10.0,,
1319,ALUNO-1319,2020,Escola Pública,0,1,1,J,Não,7.898,Ametista,6.417,9.2,6.875,10.0,7.292,7.5,5.0,,
1323,ALUNO-1323,2020,Escola Pública,0,1,1,N,Não,8.049,Ametista,9.0,9.1,4.375,10.0,7.917,8.0,5.0,,
1324,ALUNO-1324,2020,Escola Pública,0,2,1,K,Não,8.001,Ametista,9.0,7.9,7.5,10.0,7.708,7.5,5.0,,
1325,ALUNO-1325,2020,Escola Pública,0,2,2,M,Não,5.325,Quartzo,6.917,8.3,5.0,0.0,6.562,6.583,5.0,,
1328,ALUNO-1328,2020,Rede Decisão/União,1,3,2,G,Sim,7.286,Ametista,9.5,8.7,7.5,1.5,8.125,8.667,10.0,,
1336,ALUNO-1336,2020,Escola Pública,0,0,3,R,Não,5.585,Quartzo,8.333,4.0,7.5,3.667,8.125,5.778,5.0,,
1338,ALUNO-1338,2020,Escola Pública,0,1,1,D,Sim,8.333,Ametista,9.5,8.1,7.5,9.5,8.125,9.0,5.0,,
1339,ALUNO-1339,2020,Escola Pública,0,1,3,E,Não,7.922,Ametista,10.0,10.0,7.5,7.667,7.5,6.944,5.0,,
1341,ALUNO-1341,2020,Rede Decisão/União,1,1,7,B,Sim,8.43,Ametista,8.75,8.9,6.875,7.167,8.125,9.208,10.0,,
1343,ALUNO-1343,2020,Escola Pública,0,2,2,M,Não,5.842,Quartzo,8.0,8.0,5.0,0.0,6.25,6.583,10.0,,
1344,ALUNO-1344,2020,Escola Pública,0,2,1,R,Não,6.449,Ágata,8.0,7.4,5.625,6.0,6.458,7.556,2.5,,
1347,ALUNO-1347,2020,Escola Pública,0,1,7,B,Não,7.159,Ágata,9.167,8.1,6.875,4.667,7.344,6.333,10.0,,
1348,ALUNO-1348,2020,Escola Pública,0,2,3,R,Sim,7.842,Ametista,7.917,7.1,6.875,6.333,8.542,9.111,10.0,,
1,ALUNO-1,2021,Rede Decisão,1,0,2,G,Não,7.319,Ametista,7.5,6.3,6.9,8.8,7.7,8.1,5.0,3.0,-1.0
3,ALUNO-3,2021,Escola Pública,0,3,3,F,Não,7.021,Ametista,7.1,6.9,6.3,5.6,7.3,7.2,10.0,3.0,0.0
5,ALUNO-5,2021,Escola Pública,0,2,2,L,Não,7.399,Ametista,7.4,7.5,7.5,5.4,8.5,7.4,10.0,2.0,0.0
8,ALUNO-8,2021,Rede Decisão,1,4,5,L,Não,8.269,Topázio,8.8,8.6,7.5,7.1,8.0,8.5,10.0,5.0,0.0
11,ALUNO-11,2021,Rede Decisão,1,1,1,A,Sim,8.99,Topázio,9.0,10.0,6.3,8.8,7.7,9.7,10.0,1.0,0.0
13,ALUNO-13,2021,Escola Pública,0,0,0,T,Não,3.413,Quartzo,8.0,0.0,7.5,0.8,0.0,6.0,5.0,1.0,-1.0
17,ALUNO-17,2021,Escola Pública,0,3,1,G,Não,6.14,Ágata,9.5,4.2,7.5,2.6,8.4,8.8,5.0,3.0,-2.0
18,ALUNO-18,2021,Escola Pública,0,4,4,F,Não,5.666,Ágata,10.0,3.3,6.3,5.3,7.7,5.2,5.0,5.0,-1.0
19,ALUNO-19,2021,Escola Pública,0,0,2,C,Não,6.751,Ágata,9.0,6.3,7.5,4.6,7.7,8.3,5.0,3.0,-1.0
28,ALUNO-28,2021,Rede Decisão,1,0,4,G,Sim,9.079,Topázio,8.3,9.2,7.5,8.8,9.4,9.9,10.0,4.0,0.0
29,ALUNO-29,2021,Escola Pública,0,0,3,D,Não,6.342,Ágata,9.6,5.3,7.5,3.8,7.5,7.9,5.0,5.0,-2.0
34,ALUNO-34,2021,Escola Pública,0,3,2,C,Não,6.129,Ágata,6.9,2.9,7.5,5.5,7.7,8.7,5.0,3.0,-1.0
35,ALUNO-35,2021,Escola Pública,0,4,7,A,Sim,8.416,Topázio,9.2,9.4,7.5,8.2,8.4,9.4,5.0,8.0,-1.0
36,ALUNO-36,2021,Escola Pública,0,2,3,C,Não,6.246,Ágata,8.3,6.4,3.8,4.7,7.3,7.9,5.0,5.0,-2.0
37,ALUNO-37,2021,Escola Pública,0,3,2,N,Não,6.154,Ágata,0.0,5.4,6.9,6.5,7.5,6.7,10.0,2.0,0.0
38,ALUNO-38,2021,Escola Pública,0,0,3,L,Não,6.847,Ágata,3.8,6.9,7.5,5.1,7.5,7.8,10.0,3.0,0.0
40,ALUNO-40,2021,Escola Pública,0,0,5,B,Não,7.334,Ametista,9.2,7.8,7.5,6.0,8.3,8.0,5.0,6.0,-1.0
41,ALUNO-41,2021,Escola Pública,0,1,2,C,Não,6.1,Ágata,0.0,5.0,7.5,6.8,7.5,8.8,5.0,3.0,-1.0
42,ALUNO-42,2021,Escola Pública,0,0,0,J,Não,6.802,Ágata,10.0,6.7,7.5,4.0,7.2,6.0,10.0,0.0,0.0
46,ALUNO-46,2021,Escola Pública,0,1,0,P,Não,8.471,Topázio,8.5,10.0,7.5,6.9,8.1,8.4,10.0,0.0,0.0
47,ALUNO-47,2021,Escola Pública,0,0,1,A,Não,6.056,Ágata,8.5,6.3,7.5,4.0,7.5,5.8,5.0,2.0,-1.0
51,ALUNO-51,2021,Escola Pública,0,0,1,F,Não,8.051,Ametista,9.0,9.2,7.5,5.4,7.7,8.6,10.0,1.0,0.0
54,ALUNO-54,2021,Escola Pública,0,0,3,B,Não,6.388,Ágata,7.5,5.8,7.5,4.1,7.3,5.8,10.0,3.0,0.0
55,ALUNO-55,2021,Rede Decisão,1,4,7,A,Sim,8.219,Ametista,9.6,8.9,8.1,7.6,8.1,9.2,5.0,8.0,-1.0
56,ALUNO-56,2021,Escola Pública,0,0,6,A,Não,6.777,Ágata,8.8,7.5,5.6,5.5,7.8,7.2,5.0,7.0,-1.0
57,ALUNO-57,2021,Rede Decisão,1,3,7,A,Não,7.213,Ametista,8.3,6.9,6.3,6.0,7.7,7.0,10.0,7.0,0.0
60,ALUNO-60,2021,Rede Decisão,1,5,6,C,Não,6.956,Ametista,7.9,7.5,6.9,6.1,7.2,7.7,5.0,8.0,-2.0
61,ALUNO-61,2021,Escola Pública,0,1,1,M,Não,3.017,Quartzo,0.0,1.3,5.6,0.0,6.9,5.1,5.0,2.0,-1.0
62,ALUNO-62,2021,Escola Pública,0,1,2,L,Não,5.704,Ágata,8.5,4.6,7.5,3.1,8.1,6.2,5.0,3.0,-1.0
65,ALUNO-65,2021,Escola Pública,0,0,0,R,Sim,8.438,Topázio,10.0,10.0,7.5,6.9,8.1,10.0,5.0,1.0,-1.0
66,ALUNO-66,2021,Escola Pública,0,0,2,E,Não,6.875,Ágata,8.0,6.3,7.5,5.9,8.5,7.7,5.0,3.0,-1.0
67,ALUNO-67,2021,Escola Pública,0,0,1,J,Não,4.939,Quartzo,7.4,3.3,7.5,1.1,8.3,6.1,5.0,2.0,-1.0
71,ALUNO-71,2021,Escola Pública,0,2,0,J,Não se Aplica,0.0,Não se Aplica,7.4,0.0,5.0,3.6,0.0,0.0,5.0,2.0,-2.0
75,ALUNO-75,2021,Rede Decisão,1,2,4,L,Sim,9.108,Topázio,10.0,9.2,7.5,8.5,8.8,9.7,10.0,3.0,1.0
76,ALUNO-76,2021,Escola Pública,0,1,1,B,Sim,8.869,Topázio,10.0,10.0,7.5,7.6,7.5,9.2,10.0,0.0,1.0
77,ALUNO-77,2021,Escola Pública,0,0,0,J,Não,7.854,Ametista,9.5,10.0,7.5,6.4,7.5,8.1,5.0,1.0,-1.0
78,ALUNO-78,2021,Escola Pública,0,0,1,B,Não,6.339,Ágata,8.9,9.2,7.5,2.6,7.3,5.6,5.0,2.0,-1.0
81,ALUNO-81,2021,Rede Decisão,1,2,5,L,Não,6.188,Ágata,6.3,5.8,2.5,6.5,8.1,7.7,5.0,6.0,-1.0
83,ALUNO-83,2021,Rede Decisão,1,5,5,B,Não,5.987,Ágata,6.7,6.4,3.8,3.0,7.3,6.7,10.0,5.0,0.0
84,ALUNO-84,2021,Escola Pública,0,0,1,A,Não,7.867,Ametista,3.5,10.0,7.5,6.8,7.5,8.3,10.0,1.0,0.0
85,ALUNO-85,2021,Escola Pública,0,2,0,P,Não,6.652,Ágata,9.5,6.7,6.3,6.9,4.7,7.0,5.0,2.0,-2.0
87,ALUNO-87,2021,Rede Decisão,1,5,5,L,Não,8.004,Ametista,7.9,7.8,7.5,7.8,8.1,7.7,10.0,5.0,0.0
88,ALUNO-88,2021,Rede Decisão,1,3,2,D,Sim,8.096,Ametista,9.5,9.6,6.3,7.4,8.1,9.1,5.0,3.0,-1.0
90,ALUNO-90,2021,Escola Pública,0,2,4,L,Não,5.994,Ágata,7.1,5.0,7.5,4.6,7.2,7.0,5.0,5.0,-1.0
91,ALUNO-91,2021,Escola Pública,0,3,2,H,Não,4.2,Quartzo,9.5,0.0,7.5,2.2,5.6,2.5,10.0,2.0,0.0
93,ALUNO-93,2021,Escola Pública,0,0,0,L,Não,6.248,Ágata,8.0,4.2,7.5,5.1,6.6,5.9,10.0,0.0,0.0
94,ALUNO-94,2021,Escola Pública,0,0,4,F,Não,5.923,Ágata,7.5,3.6,7.5,4.6,7.3,5.2,10.0,3.0,1.0
95,ALUNO-95,2021,Escola Pública,0,2,4,F,Não,4.957,Quartzo,8.3,5.6,7.5,1.3,6.9,4.1,5.0,6.0,-2.0
97,ALUNO-97,2021,Escola Pública,0,3,2,D,Não,6.317,Ágata,8.0,5.8,7.5,5.8,7.5,6.0,5.0,3.0,-1.0
98,ALUNO-98,2021,Escola Pública,0,0,3,D,Não,6.953,Ametista,9.2,6.4,7.5,6.3,7.5,7.5,5.0,4.0,-1.0
100,ALUNO-100,2021,Escola Pública,0,3,1,M,Não,3.117,Quartzo,8.5,0.0,3.8,0.0,6.3,3.8,5.0,3.0,-2.0
102,ALUNO-102,2021,Escola Pública,0,1,1,J,Não,6.704,Ágata,6.3,7.5,7.5,4.8,7.9,7.8,5.0,2.0,-1.0
103,ALUNO-103,2021,Escola Pública,0,1,1,F,Não,8.076,Ametista,9.5,8.8,6.3,6.2,7.9,8.6,10.0,1.0,0.0
104,ALUNO-104,2021,Escola Pública,0,0,0,J,Não,8.01,Ametista,9.0,10.0,7.5,6.4,7.2,6.8,10.0,0.0,0.0
105,ALUNO-105,2021,Escola Pública,0,1,4,E,Não,4.956,Quartzo,10.0,1.1,7.5,2.8,6.7,3.7,10.0,4.0,0.0
106,ALUNO-106,2021,Escola Pública,0,1,1,N,Sim,8.242,Ametista,10.0,7.9,7.5,7.9,8.3,10.0,5.0,2.0,-1.0
109,ALUNO-109,2021,Escola Pública,0,0,6,A,Não,7.36,Ametista,7.5,6.7,7.5,7.8,8.4,8.2,5.0,7.0,-1.0
111,ALUNO-111,2021,Escola Pública,0,1,4,L,Não,7.222,Ametista,8.3,8.1,7.5,6.0,8.4,7.4,5.0,5.0,-1.0
112,ALUNO-112,2021,Escola Pública,0,0,4,F,Não,6.098,Ágata,9.2,3.1,6.9,6.2,7.7,6.9,5.0,5.0,-1.0
113,ALUNO-113,2021,Escola Pública,0,2,2,K,Não,6.664,Ágata,9.5,7.1,7.5,4.6,8.1,6.6,5.0,3.0,-1.0
117,ALUNO-117,2021,Escola Pública,0,1,2,N,Não,7.774,Ametista,8.5,7.1,7.5,7.1,8.3,7.6,10.0,2.0,0.0
118,ALUNO-118,2021,Escola Pública,0,2,1,B,Não,8.299,Topázio,8.5,9.6,7.5,6.9,7.5,8.2,10.0,1.0,0.0
120,ALUNO-120,2021,Escola Pública,0,2,1,A,Não,7.096,Ametista,8.5,8.3,7.5,6.1,7.5,6.8,5.0,2.0,-1.0
124,ALUNO-124,2021,Escola Pública,0,0,0,T,Sim,8.275,Topázio,9.0,8.3,7.5,6.1,8.1,9.7,10.0,0.0,0.0
125,ALUNO-125,2021,Escola Pública,0,1,2,P,Não,6.461,Ágata,6.3,4.6,7.5,4.6,7.9,7.2,10.0,2.0,0.0
126,ALUNO-126,2021,Escola Pública,0,0,0,P,Não,6.069,Ágata,9.0,4.2,7.5,4.5,7.2,7.3,5.0,1.0,-1.0
127,ALUNO-127,2021,Escola Pública,0,0,1,A,Não,6.907,Ametista,10.0,7.1,7.5,5.6,7.5,6.9,5.0,2.0,-1.0
128,ALUNO-128,2021,Escola Pública,0,2,0,I,Não,5.229,Quartzo,7.9,6.7,4.4,4.0,2.5,5.6,5.0,2.0,-2.0
129,ALUNO-129,2021,Escola Pública,0,0,2,H,Não,5.819,Ágata,7.4,4.2,7.5,4.6,7.2,4.3,10.0,2.0,0.0
133,ALUNO-133,2021,Escola Pública,0,2,1,F,Não,7.99,Ametista,9.5,9.6,7.5,7.1,7.7,8.4,5.0,2.0,-1.0
135,ALUNO-135,2021,Escola Pública,0,2,1,A,Não,5.788,Ágata,9.5,4.2,6.3,3.6,6.9,7.3,5.0,2.0,-1.0
137,ALUNO-137,2021,Escola Pública,0,0,0,R,Não,6.012,Ágata,8.0,5.8,7.5,5.3,5.0,6.2,5.0,1.0,-1.0
143,ALUNO-143,2021,Escola Pública,0,0,3,H,Não,6.278,Ágata,7.9,4.4,6.3,4.3,7.5,6.8,10.0,3.0,0.0
149,ALUNO-149,2021,Rede Decisão,1,2,7,A,Sim,8.36,Topázio,8.8,8.1,6.9,7.4,8.3,9.4,10.0,7.0,0.0
151,ALUNO-151,2021,Rede Decisão,1,2,2,J,Sim,9.004,Topázio,9.5,9.6,8.1,9.1,10.0,10.0,5.0,3.0,-1.0
152,ALUNO-152,2021,Rede Decisão,1,2,3,B,Sim,8.672,Topázio,8.8,8.3,7.5,8.0,8.3,9.8,10.0,3.0,0.0
153,ALUNO-153,2021,Rede Decisão,1,4,4,F,Sim,8.355,Topázio,10.0,7.5,7.5,7.5,8.0,9.0,10.0,4.0,0.0
154,ALUNO-154,2021,Escola Pública,0,2,1,N,Não,5.163,Quartzo,9.5,2.9,7.5,1.5,8.1,6.3,5.0,2.0,-1.0
155,ALUNO-155,2021,Escola Pública,0,0,6,C,Não,5.082,Quartzo,7.1,5.3,0.0,3.4,8.1,6.6,5.0,7.0,-1.0
156,ALUNO-156,2021,Rede Decisão,1,3,3,J,Não,7.981,Ametista,7.5,7.8,6.3,7.3,8.3,8.8,10.0,3.0,0.0
158,ALUNO-158,2021,Escola Pública,0,3,4,F,Não,6.056,Ágata,8.3,6.1,6.9,4.5,6.9,6.1,5.0,5.0,-1.0
159,ALUNO-159,2021,Escola Pública,0,0,0,O,Sim,8.025,Ametista,9.0,10.0,7.5,6.1,8.1,9.3,5.0,1.0,-1.0
162,ALUNO-162,2021,Escola Pública,0,3,1,B,Não,7.531,Ametista,8.5,10.0,7.5,6.6,7.5,6.8,5.0,2.0,-1.0
164,ALUNO-164,2021,Escola Pública,0,2,2,C,Não,7.125,Ametista,9.5,5.8,7.5,5.9,7.5,6.7,10.0,2.0,0.0
165,ALUNO-165,2021,Escola Pública,0,2,1,R,Não,7.579,Ametista,10.0,7.5,7.5,7.3,8.3,7.7,5.0,3.0,-2.0
167,ALUNO-167,2021,Escola Pública,0,0,1,A,Não,7.639,Ametista,10.0,9.2,7.5,5.8,7.5,8.3,5.0,2.0,-1.0
168,ALUNO-168,2021,Escola Pública,0,2,2,R,Não,3.524,Quartzo,0.0,1.7,5.6,2.5,7.5,4.4,5.0,3.0,-1.0
169,ALUNO-169,2021,Escola Pública,0,1,0,I,Não,6.898,Ametista,8.5,10.0,4.4,6.1,5.3,6.8,5.0,1.0,-1.0
171,ALUNO-171,2021,Escola Pública,0,0,3,A,Sim,8.036,Ametista,8.8,8.9,7.5,7.5,8.3,9.0,5.0,4.0,-1.0
173,ALUNO-173,2021,Escola Pública,0,5,5,F,Não,6.532,Ágata,9.6,6.7,5.0,4.9,7.7,7.5,5.0,7.0,-2.0
176,ALUNO-176,2021,Escola Pública,0,4,2,I,Não,5.674,Ágata,7.5,6.3,5.0,4.3,6.7,5.7,5.0,3.0,-1.0
177,ALUNO-177,2021,Escola Pública,0,0,0,L,Não,7.196,Ametista,9.0,8.3,7.5,4.6,6.9,6.3,10.0,0.0,0.0
184,ALUNO-184,2021,Escola Pública,0,0,2,I,Não,7.896,Ametista,8.5,9.2,7.5,5.6,7.5,8.0,10.0,2.0,0.0
185,ALUNO-185,2021,Escola Pública,0,0,0,M,Não,7.906,Ametista,8.0,10.0,7.5,5.4,7.2,7.8,10.0,0.0,0.0
188,ALUNO-188,2021,Escola Pública,0,3,3,C,Não,6.435,Ágata,7.1,5.8,7.5,4.7,8.1,7.8,5.0,4.0,-1.0
193,ALUNO-193,2021,Escola Pública,0,5,3,F,Sim,8.215,Ametista,9.2,10.0,5.6,7.7,7.9,9.6,5.0,4.0,-1.0
197,ALUNO-197,2021,Rede Decisão,1,2,3,G,Não,7.751,Ametista,8.3,7.2,7.5,6.0,8.1,8.6,10.0,3.0,0.0
200,ALUNO-200,2021,Escola Pública,0,5,4,F,Não,4.788,Quartzo,7.5,1.7,6.9,3.3,6.7,3.5,10.0,4.0,0.0
201,ALUNO-201,2021,Escola Pública,0,2,4,L,Não,5.636,Ágata,5.8,5.6,0.0,6.4,8.3,6.7,5.0,5.0,-1.0
206,ALUNO-206,2021,Escola Pública,0,3,7,A,Não,5.143,Quartzo,8.8,4.2,0.0,2.0,7.7,6.3,10.0,7.0,0.0
207,ALUNO-207,2021,Escola Pública,0,0,3,H,Não,5.504,Quartzo,8.3,3.9,6.9,5.3,7.5,4.4,5.0,4.0,-1.0
208,ALUNO-208,2021,Escola Pública,0,1,2,D,Não,6.45,Ágata,7.0,6.3,7.5,4.5,7.5,8.0,5.0,3.0,-1.0
209,ALUNO-209,2021,Escola Pública,0,2,1,N,Sim,7.167,Ametista,8.5,7.9,7.5,4.2,8.1,9.2,5.0,2.0,-1.0
212,ALUNO-212,2021,Escola Pública,0,2,0,M,Não,5.663,Ágata,9.5,8.3,5.0,4.3,2.5,4.7,5.0,1.0,-1.0
213,ALUNO-213,2021,Escola Pública,0,3,3,C,Não,8.761,Topázio,9.6,9.4,7.5,7.5,8.8,8.9,10.0,3.0,0.0
217,ALUNO-217,2021,Escola Pública,0,2,1,G,Não,7.765,Ametista,8.5,8.8,7.5,7.1,8.1,8.4,5.0,2.0,-1.0
218,ALUNO-218,2021,Escola Pública,0,0,0,T,Sim,8.821,Topázio,9.5,10.0,7.5,6.9,8.1,9.7,10.0,0.0,0.0
219,ALUNO-219,2021,Escola Pública,0,2,2,K,Não,4.176,Quartzo,0.0,4.2,6.9,1.9,8.1,4.8,5.0,3.0,-1.0
221,ALUNO-221,2021,Escola Pública,0,0,3,A,Não,4.442,Quartzo,9.2,2.8,7.5,1.8,5.8,3.9,5.0,4.0,-1.0
225,ALUNO-225,2021,Rede Decisão,1,5,5,B,Não,7.138,Ametista,8.3,6.7,6.9,6.0,7.5,6.7,10.0,5.0,0.0
226,ALUNO-226,2021,Rede Decisão,1,3,2,G,Não,4.617,Quartzo,0.0,4.2,5.6,4.3,7.1,5.8,5.0,3.0,-1.0
229,ALUNO-229,2021,Escola Pública,0,0,0,Q,Não,5.054,Quartzo,8.5,0.0,7.5,4.0,6.9,7.3,5.0,2.0,-2.0
231,ALUNO-231,2021,Escola Pública,0,2,7,A,Não,7.698,Ametista,9.2,8.6,6.9,5.4,8.0,7.5,10.0,7.0,0.0
232,ALUNO-232,2021,Escola Pública,0,0,5,B,Não,7.331,Ametista,8.3,7.2,7.5,6.7,8.3,8.2,5.0,6.0,-1.0
235,ALUNO-235,2021,Rede Decisão,1,2,3,B,Não,7.544,Ametista,9.2,6.9,5.6,6.6,7.3,8.1,10.0,3.0,0.0
238,ALUNO-238,2021,Escola Pública,0,2,2,H,Não,3.663,Quartzo,8.5,1.3,4.4,2.1,5.0,3.5,5.0,4.0,-2.0
240,ALUNO-240,2021,Escola Pública,0,0,3,D,Não,7.629,Ametista,8.8,6.1,7.5,6.9,7.3,8.4,10.0,3.0,0.0
241,ALUNO-241,2021,Escola Pública,0,4,2,I,Não,2.86,Quartzo,7.9,0.4,5.6,0.0,4.1,2.6,5.0,3.0,-1.0
242,ALUNO-242,2021,Escola Pública,0,3,2,I,Não,5.833,Ágata,8.5,5.4,7.5,2.9,7.1,6.8,5.0,3.0,-1.0
243,ALUNO-243,2021,Escola Pública,0,0,0,O,Não,6.354,Ágata,8.5,5.0,7.5,3.2,7.5,6.8,10.0,0.0,0.0
246,ALUNO-246,2021,Escola Pública,0,2,1,R,Não,7.013,Ametista,9.0,8.8,5.6,4.6,8.5,7.7,5.0,2.0,-1.0
247,ALUNO-247,2021,Escola Pública,0,0,0,T,Sim,8.013,Ametista,10.0,8.3,7.5,6.8,8.1,9.7,5.0,1.0,-1.0
249,ALUNO-249,2021,Escola Pública,0,0,1,B,Não,6.025,Ágata,8.5,7.9,7.5,2.1,7.5,5.8,5.0,2.0,-1.0
251,ALUNO-251,2021,Escola Pública,0,2,2,N,Não,7.976,Ametista,9.0,6.7,7.5,7.3,8.5,8.4,10.0,2.0,0.0
252,ALUNO-252,2021,Escola Pública,0,0,0,M,Não,7.473,Ametista,10.0,10.0,7.5,5.9,7.2,6.6,5.0,1.0,-1.0
258,ALUNO-258,2021,Escola Pública,0,0,0,Q,Não,6.283,Ágata,7.8,10.0,7.5,5.3,2.5,4.8,5.0,1.0,-1.0
260,ALUNO-260,2021,Escola Pública,0,0,0,Q,Não,6.75,Ágata,9.5,6.7,7.5,4.5,7.5,7.8,5.0,1.0,-1.0
261,ALUNO-261,2021,Escola Pública,0,1,4,A,Não,6.899,Ametista,9.2,7.8,7.5,5.9,8.4,7.0,2.5,8.0,-4.0
262,ALUNO-262,2021,Rede Decisão,1,4,6,C,Não,7.903,Ametista,9.2,6.9,7.5,7.7,7.8,7.7,10.0,6.0,0.0
263,ALUNO-263,2021,Rede Decisão,1,5,6,A,Não,7.694,Ametista,7.9,7.8,7.5,6.5,8.0,7.5,10.0,6.0,0.0
266,ALUNO-266,2021,Escola Pública,0,2,2,B,Não,7.892,Ametista,9.0,8.3,6.3,6.8,7.5,8.0,10.0,2.0,0.0
267,ALUNO-267,2021,Rede Decisão,1,0,4,G,Não,8.014,Ametista,9.2,8.9,6.3,8.2,8.3,8.6,5.0,5.0,-1.0
271,ALUNO-271,2021,Escola Pública,0,0,3,J,Não,6.429,Ágata,9.6,5.0,7.5,4.3,7.7,5.5,10.0,3.0,0.0
273,ALUNO-273,2021,Escola Pública,0,3,1,R,Não,4.125,Quartzo,9.5,2.1,7.5,0.0,6.3,4.4,5.0,2.0,-1.0
