NOME,INSTITUICAO_ENSINO_ALUNO_2021,FASE_2021,TURMA_2021,PONTO_VIRADA_2021,SINALIZADOR_INGRESSANTE_2021,INDE_2021,PEDRA_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,IPV_2021,IAN_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021
ALUNO-1064,Escola Pública,0,N,Não,Ingressante,6.817,Ágata,10.0,10.0,0.0,6.3,5.0,7.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2
ALUNO-1065,Escola Pública,0,R,Não,Ingressante,8.0,Ametista,9.5,10.0,7.5,7.0,7.5,8.3,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-1066,Escola Pública,3,M,Não,Ingressante,6.54,Ágata,6.7,4.7,7.5,5.8,7.3,6.5,10.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1067,Escola Pública,1,E,Sim,Veterano,8.544,Topázio,9.5,10.0,7.5,8.1,8.8,9.2,5.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1068,Escola Pública,6,A,Não,Ingressante,7.501,Ametista,9.2,8.6,7.5,6.8,8.1,7.2,5.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),-1
ALUNO-1070,Escola Pública,1,E,Não,Veterano,7.758,Ametista,9.5,9.6,7.5,5.4,8.3,8.7,5.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1071,Escola Pública,2,A,Não,Ingressante,7.194,Ametista,9.5,7.1,7.5,5.7,7.3,8.6,5.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1072,Escola Pública,3,C,Não,Veterano,7.033,Ametista,9.2,5.3,7.5,4.6,7.5,8.2,10.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1073,Escola Pública,1,B,Não,Ingressante,6.914,Ametista,8.5,8.3,7.5,5.4,7.5,6.6,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1075,Rede Decisão,5,A,Sim,Veterano,7.859,Ametista,7.5,7.2,7.5,6.3,7.8,9.4,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 5 (1o EM),0
ALUNO-1078,Escola Pública,2,R,Não,Veterano,4.45,Quartzo,9.0,1.7,8.1,0.0,7.7,5.7,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1083,Escola Pública,2,E,Não,Ingressante,3.498,Quartzo,0.0,2.9,5.0,0.0,7.8,5.7,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 4 (9o ano),-2
ALUNO-1084,Escola Pública,1,F,Não,Veterano,7.954,Ametista,8.0,9.6,6.9,5.6,7.9,8.2,10.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0
ALUNO-1085,Escola Pública,4,L,Não,Ingressante,6.234,Ágata,8.8,7.5,7.5,3.9,7.3,5.5,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Nível 5 (1o EM),-1
ALUNO-1086,Escola Pública,0,O,Não,Ingressante,7.746,Ametista,7.9,10.0,7.5,6.2,7.5,8.6,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2
ALUNO-1087,Escola Pública,2,M,Não,Veterano,7.329,Ametista,8.5,8.8,7.5,5.0,8.1,8.3,5.0,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1089,Escola Pública,1,G,Não,Veterano,5.653,Ágata,9.0,2.9,7.5,3.6,7.5,7.2,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1090,Escola Pública,1,M,Sim,Veterano,7.179,Ametista,8.5,8.8,7.5,3.7,7.9,9.0,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1093,Rede Decisão,6,A,Não,Veterano,7.225,Ametista,7.9,7.2,7.5,5.4,8.0,6.8,10.0,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 3 (7o e 8o ano),3
ALUNO-1095,Escola Pública,1,C,Sim,Veterano,9.294,Topázio,10.0,9.2,8.1,8.9,9.2,9.7,10.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,ALFA  (2o e 3o ano),1
ALUNO-1096,Rede Decisão,3,B,Sim,Veterano,8.814,Topázio,10.0,8.9,7.5,7.5,8.3,9.7,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1098,Escola Pública,0,L,Não,Ingressante,8.313,Topázio,10.0,10.0,7.5,5.3,7.5,8.8,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1099,Escola Pública,1,F,Não,Ingressante,8.331,Topázio,10.0,9.6,6.3,5.9,8.1,8.9,10.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0
ALUNO-1103,Escola Pública,2,G,Não,Veterano,4.0,Quartzo,0.0,2.9,5.6,3.3,6.0,5.5,5.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-2
ALUNO-1104,Escola Pública,1,N,Não,Ingressante,6.889,Ametista,9.5,7.9,7.5,3.6,7.9,7.9,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1105,Escola Pública,2,D,Não,Veterano,6.621,Ágata,9.5,6.3,6.3,5.5,7.3,7.3,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1107,Escola Pública,2,B,Não,Ingressante,8.217,Ametista,10.0,9.6,7.5,8.0,7.5,8.5,5.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1110,Escola Pública,2,A,Não,Veterano,6.871,Ágata,9.0,5.4,7.5,5.1,6.5,7.3,10.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-1112,Rede Decisão,7,A,Não,Veterano,7.242,Ametista,8.3,7.2,6.3,6.5,7.8,6.3,10.0,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),0
ALUNO-1114,Escola Pública,3,M,Não,Ingressante,6.376,Ágata,7.5,4.4,7.5,6.5,6.9,5.0,10.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1115,Escola Pública,1,E,Não,Ingressante,3.638,Quartzo,0.0,1.7,6.9,0.4,7.1,6.7,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-2
ALUNO-1117,Escola Pública,0,N,Não,Ingressante,7.129,Ametista,9.5,8.3,0.0,6.8,7.5,7.0,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1119,Escola Pública,2,A,Não,Veterano,7.383,Ametista,10.0,5.8,7.5,5.6,7.1,8.2,10.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),1
ALUNO-1122,Escola Pública,4,L,Não,Ingressante,7.906,Ametista,8.8,5.8,7.5,8.4,7.8,8.3,10.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Nível 4 (9o ano),0
ALUNO-1123,Rede Decisão,4,G,Não,Ingressante,7.634,Ametista,7.5,8.6,6.3,7.5,8.3,8.5,5.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Nível 6 (2o EM),-2
ALUNO-1124,Escola Pública,4,F,Não,Ingressante,7.264,Ametista,7.9,8.6,5.6,6.0,8.1,8.4,5.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Nível 6 (2o EM),-2
ALUNO-1126,Escola Pública,3,G,Não,Ingressante,5.047,Quartzo,7.1,3.3,7.5,4.0,6.7,4.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1
ALUNO-1127,Rede Decisão,3,A,Não,Veterano,7.547,Ametista,9.2,7.8,6.3,5.5,7.9,7.8,10.0,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1128,Rede Decisão,4,F,Não,Veterano,7.961,Ametista,9.2,8.9,5.0,8.1,8.8,8.9,5.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Nível 5 (1o EM),-1
ALUNO-1129,Escola Pública,2,I,Não,Veterano,7.261,Ametista,6.8,7.9,6.9,4.6,7.7,8.1,10.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-1130,Rede Decisão,2,N,Sim,Veterano,9.107,Topázio,10.0,10.0,7.5,9.5,9.8,9.9,5.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1131,Escola Pública,3,M,Não,Veterano,5.774,Ágata,7.1,5.6,7.5,4.1,6.9,6.0,5.0,Mantido na Fase atual,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1
ALUNO-1132,Rede Decisão,7,A,Não,Veterano,7.584,Ametista,7.1,8.6,7.5,8.0,8.3,7.4,5.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Nível 8 (Universitários),-1
ALUNO-1136,Escola Pública,4,E,Sim,Veterano,8.292,Topázio,8.8,9.2,7.5,8.2,8.8,9.1,5.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Nível 5 (1o EM),-1
ALUNO-1139,Escola Pública,3,C,Não,Veterano,6.497,Ágata,8.8,5.8,7.5,5.0,7.5,7.3,5.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1
ALUNO-1140,Escola Pública,5,B,Não,Ingressante,6.545,Ágata,7.5,6.1,7.5,5.5,7.8,7.2,5.0,Promovido de Fase + Bolsa,Alocado em Fase anterior,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 7 (3o EM),-2
ALUNO-1141,Escola Pública,2,P,Não,Veterano,6.969,Ametista,7.4,5.0,7.5,6.9,8.1,8.9,5.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-2
ALUNO-1143,Escola Pública,0,O,Não,Ingressante,7.154,Ametista,8.5,10.0,3.8,6.3,7.5,7.1,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-1146,Escola Pública,3,A,Não,Ingressante,7.775,Ametista,9.6,7.2,7.5,6.1,7.5,8.3,10.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1147,Escola Pública,5,L,Não,Ingressante,8.181,Ametista,9.6,8.1,7.5,8.9,8.8,8.6,5.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Nível 6 (2o EM),-1
ALUNO-1149,Escola Pública,0,P,Não,Veterano,5.825,Ágata,9.0,4.2,7.5,5.4,5.0,6.3,5.0,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2
ALUNO-1150,Escola Pública,1,G,Não,Veterano,7.318,Ametista,8.0,8.8,7.5,5.8,8.3,7.6,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1151,Escola Pública,3,L,Não,Ingressante,5.931,Ágata,0.0,5.3,7.5,7.8,7.9,6.3,5.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-1
ALUNO-1155,Escola Pública,0,R,Sim,Ingressante,9.048,Topázio,9.5,10.0,7.5,7.7,8.4,9.8,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1156,Escola Pública,4,A,Não,Ingressante,6.73,Ágata,8.8,5.3,5.6,6.5,7.0,6.2,10.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 4 (9o ano),0
ALUNO-1157,Escola Pública,0,R,Não,Ingressante,7.629,Ametista,7.5,6.7,7.5,7.1,7.5,8.2,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1159,Rede Decisão,5,L,Não,Veterano,8.014,Ametista,8.8,8.3,7.5,8.6,8.3,8.4,5.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 6 (2o EM),-1
ALUNO-1160,Escola Pública,4,A,Não,Ingressante,7.13,Ametista,7.9,5.8,7.5,5.8,8.0,7.4,10.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 4 (9o ano),0
ALUNO-1161,Escola Pública,3,L,Não,Veterano,6.458,Ágata,7.9,6.1,3.8,6.9,5.8,8.1,5.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 5 (1o EM),-2
ALUNO-1164,Escola Pública,0,S,Não,Ingressante,6.571,Ágata,9.0,5.0,7.5,6.2,7.5,7.2,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-1165,Escola Pública,3,F,Não,Veterano,7.765,Ametista,7.9,8.6,7.5,7.2,7.7,8.9,5.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-1
ALUNO-1166,Escola Pública,2,E,Não,Veterano,3.979,Quartzo,0.0,2.1,6.9,3.5,5.4,5.7,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-2
ALUNO-1167,Escola Pública,2,G,Não,Veterano,6.294,Ágata,10.0,6.3,7.5,1.8,6.9,6.2,10.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-1168,Escola Pública,1,M,Sim,Veterano,8.104,Ametista,9.5,9.6,7.5,6.9,8.1,9.0,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-2
ALUNO-1170,Escola Pública,1,E,Não,Veterano,4.275,Quartzo,9.5,1.3,8.1,0.0,7.3,5.2,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1171,Rede Decisão,3,F,Sim,Veterano,9.025,Topázio,8.8,8.9,6.3,9.2,9.2,9.9,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1174,Rede Decisão,6,C,Não,Veterano,6.775,Ágata,8.3,7.2,3.8,6.0,6.7,6.3,10.0,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 6 (2o EM),0
ALUNO-1175,Escola Pública,1,J,Não,Veterano,5.915,Ágata,8.0,6.3,7.5,2.2,8.4,6.7,5.0,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1176,Rede Decisão,5,B,Sim,Veterano,8.003,Ametista,9.2,6.9,8.1,8.5,8.4,9.3,5.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 6 (2o EM),-1
ALUNO-1181,Escola Pública,1,F,Não,Veterano,7.961,Ametista,9.0,9.6,5.6,7.6,8.1,8.7,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1182,Escola Pública,0,L,Não,Ingressante,7.006,Ametista,7.4,8.3,7.5,4.4,6.6,6.6,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1183,Escola Pública,1,B,Não,Ingressante,7.614,Ametista,8.5,9.2,7.5,6.4,7.5,8.3,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1190,Escola Pública,2,M,Não,Veterano,7.554,Ametista,8.5,8.8,7.5,6.1,8.1,8.3,5.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1191,Rede Decisão,3,A,Não,Ingressante,4.615,Quartzo,7.5,2.5,4.4,1.9,7.1,4.2,10.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1195,Escola Pública,3,B,Não,Veterano,8.322,Topázio,9.2,8.6,7.5,7.4,7.9,8.3,10.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1196,Escola Pública,7,A,Não,Ingressante,7.892,Ametista,9.2,6.9,7.5,6.1,8.3,9.0,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não se Aplica,0
ALUNO-1197,Rede Decisão,7,A,Não,Veterano,8.04,Ametista,8.3,8.3,7.5,7.8,7.8,7.3,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Nível 7 (3o EM),0
ALUNO-1198,Escola Pública,2,J,Não,Veterano,4.814,Quartzo,9.5,3.3,5.0,2.4,6.7,5.3,5.0,Alocado em Fase anterior,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1199,Escola Pública,0,S,Não,Ingressante,7.025,Ametista,8.5,8.3,7.5,4.9,7.5,7.7,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-1201,Rede Decisão,7,A,Não,Veterano,7.031,Ametista,7.1,6.1,5.6,6.5,8.1,7.1,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Nível 7 (3o EM),0
ALUNO-1204,Escola Pública,1,G,Sim,Ingressante,8.797,Topázio,10.0,9.6,7.5,6.9,8.3,9.6,10.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Não avaliado,Nível 1 (4o ano),0
ALUNO-1205,Escola Pública,2,A,Não,Veterano,8.04,Ametista,8.5,9.2,7.5,5.5,7.3,8.9,10.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-1206,Escola Pública,0,T,Sim,Ingressante,8.871,Topázio,8.5,10.0,7.5,7.6,8.1,9.7,10.0,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1210,Escola Pública,0,L,Não,Ingressante,8.25,Topázio,8.0,10.0,7.5,6.8,7.5,8.0,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1211,Escola Pública,0,L,Não,Ingressante,6.748,Ágata,8.4,6.7,7.5,4.8,6.6,6.1,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1212,Escola Pública,1,G,Não,Ingressante,5.703,Ágata,9.0,4.2,6.3,3.3,7.5,7.2,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1214,Escola Pública,1,M,Sim,Ingressante,7.496,Ametista,10.0,10.0,7.5,3.0,8.1,9.2,5.0,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1215,Escola Pública,1,B,Não,Ingressante,7.401,Ametista,9.5,10.0,2.5,6.3,7.5,8.4,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1217,Rede Decisão,3,A,Sim,Veterano,8.181,Ametista,8.8,8.6,7.5,7.6,9.2,9.5,5.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-1
ALUNO-1219,Rede Decisão,5,B,Não,Veterano,8.201,Ametista,7.9,7.5,7.5,7.9,8.6,8.6,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 4 (9o ano),1
ALUNO-1221,Escola Pública,2,N,Sim,Ingressante,8.618,Topázio,9.0,10.0,7.5,8.0,9.8,9.4,5.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1223,Escola Pública,2,R,Não,Veterano,6.779,Ágata,6.8,8.3,8.1,4.7,8.1,6.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1226,Escola Pública,2,R,Não,Veterano,6.621,Ágata,5.3,8.3,8.1,4.7,8.1,6.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1228,Escola Pública,3,L,Não,Veterano,3.603,Quartzo,0.0,0.6,7.5,3.1,6.3,2.5,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1229,Escola Pública,1,J,Não,Veterano,5.588,Ágata,9.5,5.8,4.4,0.7,8.1,7.9,5.0,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1230,Rede Decisão,4,G,Não,Veterano,7.714,Ametista,7.1,8.6,6.9,5.8,8.1,8.1,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Nível 3 (7o e 8o ano),1
ALUNO-1231,Escola Pública,2,E,Não,Veterano,4.133,Quartzo,0.0,1.7,6.3,3.1,7.5,6.5,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1232,Escola Pública,2,H,Não,Veterano,2.717,Quartzo,0.0,0.8,7.5,0.9,6.3,2.5,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1233,Rede Decisão,5,F,Não,Veterano,7.416,Ametista,9.6,6.7,5.0,7.8,7.7,6.5,10.0,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Promovido de Fase,Nível 5 (1o EM),0
ALUNO-1234,Escola Pública,0,L,Não,Ingressante,7.229,Ametista,8.5,6.7,7.5,5.6,7.5,7.2,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-1237,Escola Pública,3,F,Não,Ingressante,4.372,Quartzo,6.7,2.2,7.5,2.3,7.1,4.2,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1
ALUNO-1239,Escola Pública,1,R,Não,Ingressante,5.574,Ágata,8.5,5.8,7.5,2.0,7.3,5.9,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1240,Escola Pública,2,K,Não,Ingressante,6.917,Ametista,7.4,7.9,7.5,4.3,7.9,8.5,5.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-1242,Escola Pública,1,G,Não,Ingressante,5.507,Quartzo,7.4,4.6,7.5,2.4,8.1,6.6,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1244,Escola Pública,1,B,Não,Veterano,7.389,Ametista,10.0,8.8,7.5,5.8,7.5,7.4,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-1248,Rede Decisão,3,G,Não,Veterano,6.047,Ágata,9.2,3.9,5.6,6.5,7.7,6.1,5.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-1
ALUNO-1250,Escola Pública,3,R,Não,Veterano,6.343,Ágata,6.7,5.8,6.9,5.8,7.5,7.1,5.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 4 (9o ano),-1
ALUNO-1251,Escola Pública,3,M,Não,Veterano,7.789,Ametista,8.8,7.2,6.3,8.1,7.5,7.4,10.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1254,Escola Pública,3,C,Não,Veterano,7.379,Ametista,9.2,5.8,7.5,6.8,7.5,7.2,10.0,Promovido de Fase,Mantido na Fase + Bolsa,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-1256,Escola Pública,5,A,Não,Veterano,6.541,Ágata,9.2,7.5,7.5,3.6,7.7,6.9,5.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 6 (2o EM),-1
ALUNO-1260,Escola Pública,1,C,Não,Veterano,6.163,Ágata,9.0,5.0,7.5,3.9,7.7,7.3,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
