NOME,INSTITUICAO_ENSINO_ALUNO_2021,FASE_2021,TURMA_2021,PONTO_VIRADA_2021,SINALIZADOR_INGRESSANTE_2021,INDE_2021,PEDRA_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,IPV_2021,IAN_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021
ALUNO-1,Rede Decisão,2,G,Não,Ingressante,7.319,Ametista,7.5,6.3,6.9,8.8,7.7,8.1,5.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-3,Escola Pública,3,F,Não,Veterano,7.021,Ametista,7.1,6.9,6.3,5.6,7.3,7.2,10.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-5,Escola Pública,2,L,Não,Veterano,7.399,Ametista,7.4,7.5,7.5,5.4,8.5,7.4,10.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-8,Rede Decisão,5,L,Não,Veterano,8.269,Topázio,8.8,8.6,7.5,7.1,8.0,8.5,10.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Nível 5 (1o EM),0
ALUNO-11,Rede Decisão,1,A,Sim,Veterano,8.99,Topázio,9.0,10.0,6.3,8.8,7.7,9.7,10.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0
ALUNO-13,Escola Pública,0,T,Não,Ingressante,3.413,Quartzo,8.0,0.0,7.5,0.8,0.0,6.0,5.0,Não avaliado,Não avaliado,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-17,Escola Pública,1,G,Não,Veterano,6.14,Ágata,9.5,4.2,7.5,2.6,8.4,8.8,5.0,Não avaliado,Mantido na Fase atual,Mantido na Fase + Bolsa,Não avaliado,Nível 3 (7o e 8o ano),-2
ALUNO-18,Escola Pública,4,F,Não,Veterano,5.666,Ágata,10.0,3.3,6.3,5.3,7.7,5.2,5.0,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Nível 5 (1o EM),-1
ALUNO-19,Escola Pública,2,C,Não,Ingressante,6.751,Ágata,9.0,6.3,7.5,4.6,7.7,8.3,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-28,Rede Decisão,4,G,Sim,Ingressante,9.079,Topázio,8.3,9.2,7.5,8.8,9.4,9.9,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 4 (9o ano),0
ALUNO-29,Escola Pública,3,D,Não,Ingressante,6.342,Ágata,9.6,5.3,7.5,3.8,7.5,7.9,5.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 5 (1o EM),-2
ALUNO-34,Escola Pública,2,C,Não,Veterano,6.129,Ágata,6.9,2.9,7.5,5.5,7.7,8.7,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-35,Escola Pública,7,A,Sim,Veterano,8.416,Topázio,9.2,9.4,7.5,8.2,8.4,9.4,5.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Nível 8 (Universitários),-1
ALUNO-36,Escola Pública,3,C,Não,Veterano,6.246,Ágata,8.3,6.4,3.8,4.7,7.3,7.9,5.0,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 5 (1o EM),-2
ALUNO-37,Escola Pública,2,N,Não,Veterano,6.154,Ágata,0.0,5.4,6.9,6.5,7.5,6.7,10.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-38,Escola Pública,3,L,Não,Ingressante,6.847,Ágata,3.8,6.9,7.5,5.1,7.5,7.8,10.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-40,Escola Pública,5,B,Não,Ingressante,7.334,Ametista,9.2,7.8,7.5,6.0,8.3,8.0,5.0,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 6 (2o EM),-1
ALUNO-41,Escola Pública,2,C,Não,Veterano,6.1,Ágata,0.0,5.0,7.5,6.8,7.5,8.8,5.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-42,Escola Pública,0,J,Não,Ingressante,6.802,Ágata,10.0,6.7,7.5,4.0,7.2,6.0,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-46,Escola Pública,0,P,Não,Veterano,8.471,Topázio,8.5,10.0,7.5,6.9,8.1,8.4,10.0,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-47,Escola Pública,1,A,Não,Ingressante,6.056,Ágata,8.5,6.3,7.5,4.0,7.5,5.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-51,Escola Pública,1,F,Não,Ingressante,8.051,Ametista,9.0,9.2,7.5,5.4,7.7,8.6,10.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0
ALUNO-54,Escola Pública,3,B,Não,Ingressante,6.388,Ágata,7.5,5.8,7.5,4.1,7.3,5.8,10.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-55,Rede Decisão,7,A,Sim,Veterano,8.219,Ametista,9.6,8.9,8.1,7.6,8.1,9.2,5.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Nível 8 (Universitários),-1
ALUNO-56,Escola Pública,6,A,Não,Ingressante,6.777,Ágata,8.8,7.5,5.6,5.5,7.8,7.2,5.0,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),-1
ALUNO-57,Rede Decisão,7,A,Não,Veterano,7.213,Ametista,8.3,6.9,6.3,6.0,7.7,7.0,10.0,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),0
ALUNO-60,Rede Decisão,6,C,Não,Veterano,6.956,Ametista,7.9,7.5,6.9,6.1,7.2,7.7,5.0,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 8 (Universitários),-2
ALUNO-61,Escola Pública,1,M,Não,Veterano,3.017,Quartzo,0.0,1.3,5.6,0.0,6.9,5.1,5.0,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-62,Escola Pública,2,L,Não,Veterano,5.704,Ágata,8.5,4.6,7.5,3.1,8.1,6.2,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-65,Escola Pública,0,R,Sim,Ingressante,8.438,Topázio,10.0,10.0,7.5,6.9,8.1,10.0,5.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-66,Escola Pública,2,E,Não,Ingressante,6.875,Ágata,8.0,6.3,7.5,5.9,8.5,7.7,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-67,Escola Pública,1,J,Não,Ingressante,4.939,Quartzo,7.4,3.3,7.5,1.1,8.3,6.1,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-71,Escola Pública,0,J,Não se Aplica,Veterano,0.0,Não se Aplica,7.4,0.0,5.0,3.6,0.0,0.0,5.0,Não avaliado,Não avaliado,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2
ALUNO-75,Rede Decisão,4,L,Sim,Veterano,9.108,Topázio,10.0,9.2,7.5,8.5,8.8,9.7,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Nível 3 (7o e 8o ano),1
ALUNO-76,Escola Pública,1,B,Sim,Veterano,8.869,Topázio,10.0,10.0,7.5,7.6,7.5,9.2,10.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,ALFA  (2o e 3o ano),1
ALUNO-77,Escola Pública,0,J,Não,Ingressante,7.854,Ametista,9.5,10.0,7.5,6.4,7.5,8.1,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-78,Escola Pública,1,B,Não,Ingressante,6.339,Ágata,8.9,9.2,7.5,2.6,7.3,5.6,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-81,Rede Decisão,5,L,Não,Veterano,6.188,Ágata,6.3,5.8,2.5,6.5,8.1,7.7,5.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Nível 6 (2o EM),-1
ALUNO-83,Rede Decisão,5,B,Não,Veterano,5.987,Ágata,6.7,6.4,3.8,3.0,7.3,6.7,10.0,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 5 (1o EM),0
ALUNO-84,Escola Pública,1,A,Não,Ingressante,7.867,Ametista,3.5,10.0,7.5,6.8,7.5,8.3,10.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0
ALUNO-85,Escola Pública,0,P,Não,Veterano,6.652,Ágata,9.5,6.7,6.3,6.9,4.7,7.0,5.0,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2
ALUNO-87,Rede Decisão,5,L,Não,Veterano,8.004,Ametista,7.9,7.8,7.5,7.8,8.1,7.7,10.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Nível 5 (1o EM),0
ALUNO-88,Rede Decisão,2,D,Sim,Veterano,8.096,Ametista,9.5,9.6,6.3,7.4,8.1,9.1,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-90,Escola Pública,4,L,Não,Veterano,5.994,Ágata,7.1,5.0,7.5,4.6,7.2,7.0,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Nível 5 (1o EM),-1
ALUNO-91,Escola Pública,2,H,Não,Veterano,4.2,Quartzo,9.5,0.0,7.5,2.2,5.6,2.5,10.0,Mantido na Fase atual,Não avaliado,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-93,Escola Pública,0,L,Não,Ingressante,6.248,Ágata,8.0,4.2,7.5,5.1,6.6,5.9,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-94,Escola Pública,4,F,Não,Ingressante,5.923,Ágata,7.5,3.6,7.5,4.6,7.3,5.2,10.0,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Nível 3 (7o e 8o ano),1
ALUNO-95,Escola Pública,4,F,Não,Veterano,4.957,Quartzo,8.3,5.6,7.5,1.3,6.9,4.1,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 6 (2o EM),-2
ALUNO-97,Escola Pública,2,D,Não,Veterano,6.317,Ágata,8.0,5.8,7.5,5.8,7.5,6.0,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-98,Escola Pública,3,D,Não,Ingressante,6.953,Ametista,9.2,6.4,7.5,6.3,7.5,7.5,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1
ALUNO-100,Escola Pública,1,M,Não,Veterano,3.117,Quartzo,8.5,0.0,3.8,0.0,6.3,3.8,5.0,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-2
ALUNO-102,Escola Pública,1,J,Não,Veterano,6.704,Ágata,6.3,7.5,7.5,4.8,7.9,7.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-103,Escola Pública,1,F,Não,Veterano,8.076,Ametista,9.5,8.8,6.3,6.2,7.9,8.6,10.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0
ALUNO-104,Escola Pública,0,J,Não,Ingressante,8.01,Ametista,9.0,10.0,7.5,6.4,7.2,6.8,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-105,Escola Pública,4,E,Não,Veterano,4.956,Quartzo,10.0,1.1,7.5,2.8,6.7,3.7,10.0,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 4 (9o ano),0
ALUNO-106,Escola Pública,1,N,Sim,Veterano,8.242,Ametista,10.0,7.9,7.5,7.9,8.3,10.0,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-109,Escola Pública,6,A,Não,Ingressante,7.36,Ametista,7.5,6.7,7.5,7.8,8.4,8.2,5.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Nível 7 (3o EM),-1
ALUNO-111,Escola Pública,4,L,Não,Veterano,7.222,Ametista,8.3,8.1,7.5,6.0,8.4,7.4,5.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Nível 5 (1o EM),-1
ALUNO-112,Escola Pública,4,F,Não,Ingressante,6.098,Ágata,9.2,3.1,6.9,6.2,7.7,6.9,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Nível 5 (1o EM),-1
ALUNO-113,Escola Pública,2,K,Não,Veterano,6.664,Ágata,9.5,7.1,7.5,4.6,8.1,6.6,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-117,Escola Pública,2,N,Não,Veterano,7.774,Ametista,8.5,7.1,7.5,7.1,8.3,7.6,10.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-118,Escola Pública,1,B,Não,Veterano,8.299,Topázio,8.5,9.6,7.5,6.9,7.5,8.2,10.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 1 (4o ano),0
ALUNO-120,Escola Pública,1,A,Não,Veterano,7.096,Ametista,8.5,8.3,7.5,6.1,7.5,6.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-124,Escola Pública,0,T,Sim,Ingressante,8.275,Topázio,9.0,8.3,7.5,6.1,8.1,9.7,10.0,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-125,Escola Pública,2,P,Não,Veterano,6.461,Ágata,6.3,4.6,7.5,4.6,7.9,7.2,10.0,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-126,Escola Pública,0,P,Não,Ingressante,6.069,Ágata,9.0,4.2,7.5,4.5,7.2,7.3,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-127,Escola Pública,1,A,Não,Ingressante,6.907,Ametista,10.0,7.1,7.5,5.6,7.5,6.9,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-128,Escola Pública,0,I,Não,Veterano,5.229,Quartzo,7.9,6.7,4.4,4.0,2.5,5.6,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2
ALUNO-129,Escola Pública,2,H,Não,Ingressante,5.819,Ágata,7.4,4.2,7.5,4.6,7.2,4.3,10.0,Mantido na Fase atual,Não avaliado,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-133,Escola Pública,1,F,Não,Veterano,7.99,Ametista,9.5,9.6,7.5,7.1,7.7,8.4,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-135,Escola Pública,1,A,Não,Veterano,5.788,Ágata,9.5,4.2,6.3,3.6,6.9,7.3,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-137,Escola Pública,0,R,Não,Ingressante,6.012,Ágata,8.0,5.8,7.5,5.3,5.0,6.2,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-143,Escola Pública,3,H,Não,Ingressante,6.278,Ágata,7.9,4.4,6.3,4.3,7.5,6.8,10.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-149,Rede Decisão,7,A,Sim,Veterano,8.36,Topázio,8.8,8.1,6.9,7.4,8.3,9.4,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Nível 7 (3o EM),0
ALUNO-151,Rede Decisão,2,J,Sim,Veterano,9.004,Topázio,9.5,9.6,8.1,9.1,10.0,10.0,5.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-152,Rede Decisão,3,B,Sim,Veterano,8.672,Topázio,8.8,8.3,7.5,8.0,8.3,9.8,10.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-153,Rede Decisão,4,F,Sim,Veterano,8.355,Topázio,10.0,7.5,7.5,7.5,8.0,9.0,10.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Nível 4 (9o ano),0
ALUNO-154,Escola Pública,1,N,Não,Veterano,5.163,Quartzo,9.5,2.9,7.5,1.5,8.1,6.3,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-155,Escola Pública,6,C,Não,Ingressante,5.082,Quartzo,7.1,5.3,0.0,3.4,8.1,6.6,5.0,Mantido na Fase + Bolsa,Promovido de Fase,Não avaliado,Não avaliado,Nível 7 (3o EM),-1
ALUNO-156,Rede Decisão,3,J,Não,Veterano,7.981,Ametista,7.5,7.8,6.3,7.3,8.3,8.8,10.0,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-158,Escola Pública,4,F,Não,Veterano,6.056,Ágata,8.3,6.1,6.9,4.5,6.9,6.1,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Nível 5 (1o EM),-1
ALUNO-159,Escola Pública,0,O,Sim,Ingressante,8.025,Ametista,9.0,10.0,7.5,6.1,8.1,9.3,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-162,Escola Pública,1,B,Não,Veterano,7.531,Ametista,8.5,10.0,7.5,6.6,7.5,6.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-164,Escola Pública,2,C,Não,Veterano,7.125,Ametista,9.5,5.8,7.5,5.9,7.5,6.7,10.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-165,Escola Pública,1,R,Não,Veterano,7.579,Ametista,10.0,7.5,7.5,7.3,8.3,7.7,5.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-2
ALUNO-167,Escola Pública,1,A,Não,Ingressante,7.639,Ametista,10.0,9.2,7.5,5.8,7.5,8.3,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-168,Escola Pública,2,R,Não,Veterano,3.524,Quartzo,0.0,1.7,5.6,2.5,7.5,4.4,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-169,Escola Pública,0,I,Não,Veterano,6.898,Ametista,8.5,10.0,4.4,6.1,5.3,6.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-171,Escola Pública,3,A,Sim,Ingressante,8.036,Ametista,8.8,8.9,7.5,7.5,8.3,9.0,5.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Nível 4 (9o ano),-1
ALUNO-173,Escola Pública,5,F,Não,Veterano,6.532,Ágata,9.6,6.7,5.0,4.9,7.7,7.5,5.0,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Nível 7 (3o EM),-2
ALUNO-176,Escola Pública,2,I,Não,Veterano,5.674,Ágata,7.5,6.3,5.0,4.3,6.7,5.7,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-177,Escola Pública,0,L,Não,Ingressante,7.196,Ametista,9.0,8.3,7.5,4.6,6.9,6.3,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-184,Escola Pública,2,I,Não,Ingressante,7.896,Ametista,8.5,9.2,7.5,5.6,7.5,8.0,10.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),0
ALUNO-185,Escola Pública,0,M,Não,Ingressante,7.906,Ametista,8.0,10.0,7.5,5.4,7.2,7.8,10.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-188,Escola Pública,3,C,Não,Veterano,6.435,Ágata,7.1,5.8,7.5,4.7,8.1,7.8,5.0,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1
ALUNO-193,Escola Pública,3,F,Sim,Veterano,8.215,Ametista,9.2,10.0,5.6,7.7,7.9,9.6,5.0,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1
ALUNO-197,Rede Decisão,3,G,Não,Veterano,7.751,Ametista,8.3,7.2,7.5,6.0,8.1,8.6,10.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-200,Escola Pública,4,F,Não,Veterano,4.788,Quartzo,7.5,1.7,6.9,3.3,6.7,3.5,10.0,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 4 (9o ano),0
ALUNO-201,Escola Pública,4,L,Não,Veterano,5.636,Ágata,5.8,5.6,0.0,6.4,8.3,6.7,5.0,Promovido de Fase,Promovido de Fase,Não avaliado,Promovido de Fase,Nível 5 (1o EM),-1
ALUNO-206,Escola Pública,7,A,Não,Veterano,5.143,Quartzo,8.8,4.2,0.0,2.0,7.7,6.3,10.0,Mantido na Fase atual,Promovido de Fase + Bolsa,Não avaliado,Mantido na Fase atual,Nível 7 (3o EM),0
ALUNO-207,Escola Pública,3,H,Não,Ingressante,5.504,Quartzo,8.3,3.9,6.9,5.3,7.5,4.4,5.0,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1
ALUNO-208,Escola Pública,2,D,Não,Veterano,6.45,Ágata,7.0,6.3,7.5,4.5,7.5,8.0,5.0,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-209,Escola Pública,1,N,Sim,Veterano,7.167,Ametista,8.5,7.9,7.5,4.2,8.1,9.2,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-212,Escola Pública,0,M,Não,Veterano,5.663,Ágata,9.5,8.3,5.0,4.3,2.5,4.7,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 1 (4o ano),-1
ALUNO-213,Escola Pública,3,C,Não,Veterano,8.761,Topázio,9.6,9.4,7.5,7.5,8.8,8.9,10.0,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Nível 3 (7o e 8o ano),0
ALUNO-217,Escola Pública,1,G,Não,Veterano,7.765,Ametista,8.5,8.8,7.5,7.1,8.1,8.4,5.0,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Nível 2 (5o e 6o ano),-1
ALUNO-218,Escola Pública,0,T,Sim,Ingressante,8.821,Topázio,9.5,10.0,7.5,6.9,8.1,9.7,10.0,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,ALFA  (2o e 3o ano),0
ALUNO-219,Escola Pública,2,K,Não,Veterano,4.176,Quartzo,0.0,4.2,6.9,1.9,8.1,4.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-221,Escola Pública,3,A,Não,Ingressante,4.442,Quartzo,9.2,2.8,7.5,1.8,5.8,3.9,5.0,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Nível 4 (9o ano),-1
ALUNO-225,Rede Decisão,5,B,Não,Veterano,7.138,Ametista,8.3,6.7,6.9,6.0,7.5,6.7,10.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Nível 5 (1o EM),0
ALUNO-226,Rede Decisão,2,G,Não,Veterano,4.617,Quartzo,0.0,4.2,5.6,4.3,7.1,5.8,5.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Nível 3 (7o e 8o ano),-1
ALUNO-229,Escola Pública,0,Q,Não,Ingressante,5.054,Quartzo,8.5,0.0,7.5,4.0,6.9,7.3,5.0,Não avaliado,Mantido na Fase atual,Não avaliado,Não avaliado,Nível 2 (5o e 6o ano),-2
ALUNO-231,Escola Pública,7,A,Não,Veterano,7.698,Ametista,9.2,8.6,6.9,5.4,8.0,7.5,10.0,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Nível 7 (3o EM),0
