NOME,ANO_INGRESSO_2022,BOLSISTA_2022,FASE_2022,TURMA_2022,PONTO_VIRADA_2022,INDE_2022,PEDRA_2022,CG_2022,CF_2022,CT_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,IPV_2022,IAN_2022,NOTA_PORT_2022,NOTA_MAT_2022,NOTA_ING_2022,QTD_AVAL_2022,REC_AVA_1_2022,REC_AVA_2_2022,REC_AVA_3_2022,REC_AVA_4_2022,NIVEL_IDEAL_2022,INDICADO_BOLSA_2022
ALUNO-848,2019,False,3,M,Não,6.03,Ágata,723,102,13,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,7.188,7.5,3.917,7.344,5.375,5.0,3.833,4.0,0.0,4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Fase 4 (9º ano),False
ALUNO-850,2016,True,4,B,Não,7.388,Ametista,365,29,4,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.917,7.777,5.0,6.711,7.656,7.167,10.0,5.667,7.0,7.467,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Fase 4 (9º ano),False
ALUNO-851,2019,False,1,L,Não,8.041,Ametista,134,32,4,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.683,7.5,8.583,6.042,7.667,5.0,8.333,8.833,0.0,3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,,Fase 2 (5º e 6º ano),True
ALUNO-852,2022,False,0,I,Não,7.347,Ametista,377,113,2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,7.882,8.75,7.167,5.625,7.5,5.0,7.5,6.833,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-853,2022,False,1,U,Sim,7.929,Ametista,160,39,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,9.091,7.5,7.75,5.938,8.833,5.0,8.0,7.5,0.0,2,Mantido na Fase atual,Promovido de Fase,,,Fase 2 (5º e 6º ano),False
ALUNO-854,2022,False,2,M,Não,7.403,Ametista,360,52,4,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.092,7.5,5.667,6.458,6.778,10.0,4.833,6.5,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-855,2020,False,3,M,Não,6.355,Ágata,667,89,9,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75,7.688,7.5,4.25,7.344,5.542,5.0,3.0,5.5,0.0,4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,Fase 5 (1º EM),True
ALUNO-856,2022,False,5,B,Não,7.642,Ametista,257,15,7,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.167,9.271,7.5,7.167,6.042,7.917,5.0,7.0,5.667,8.833,3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,,Fase 7 (3º EM),False
ALUNO-857,2022,False,1,L,Não,7.78,Ametista,209,52,6,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.524,7.5,7.5,6.25,8.0,5.0,6.667,8.333,0.0,3,Promovido de Fase,Promovido de Fase,Promovido de Fase,,Fase 2 (5º e 6º ano),False
ALUNO-858,2019,False,2,D,Não,6.69,Ágata,591,97,6,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,8.399,5.0,4.583,4.375,8.278,5.0,5.333,3.833,0.0,3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,,Fase 3 (7º e 8º ano),False
ALUNO-859,2022,False,1,H,Não,7.729,Ametista,226,58,5,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,8.417,7.5,8.5,5.625,7.917,5.0,9.5,7.5,0.0,2,Mantido na Fase atual,Promovido de Fase,,,Fase 3 (7º e 8º ano),False
ALUNO-861,2020,False,4,H,Não,6.962,Ágata,498,41,5,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.583,6.278,6.875,6.878,7.188,7.333,5.0,5.333,6.667,8.633,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Fase 6 (2º EM),True
ALUNO-862,2019,False,1,R,Sim,7.785,Ametista,206,50,6,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.5,9.163,7.5,8.25,6.25,8.389,5.0,8.333,8.167,0.0,3,Mantido na Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,,Fase 3 (7º e 8º ano),True
ALUNO-863,2022,False,0,D,Não,8.68,Topázio,16,1,1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.19,8.125,9.417,5.625,7.917,10.0,9.567,9.267,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
ALUNO-864,2022,False,2,Q,Não,7.68,Ametista,240,40,3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.0,8.755,7.5,8.5,6.458,7.667,5.0,7.0,10.0,0.0,3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-865,2021,False,1,K,Não,6.254,Ágata,694,168,11,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,7.389,7.5,4.583,6.042,6.278,5.0,3.0,6.167,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-866,2019,True,1,A,Sim,8.417,Topázio,45,6,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.5,9.729,7.5,9.583,6.875,9.333,5.0,9.667,9.5,0.0,3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,Fase 2 (5º e 6º ano),False
ALUNO-868,2021,False,0,D,Não,7.569,Ametista,285,80,7,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,8.888,8.125,6.917,5.625,7.917,5.0,7.0,6.833,0.0,2,Promovido de Fase,Promovido de Fase,,,Fase 1 (4º ano),False
ALUNO-869,2022,False,1,P,Não,6.73,Ágata,577,141,11,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.352,7.5,4.75,6.042,6.778,5.0,2.5,7.0,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-870,2022,False,2,L,Sim,8.428,Topázio,43,4,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,10.0,7.5,8.0,6.667,9.556,5.0,6.0,10.0,0.0,3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-872,2017,False,3,K,Não,5.527,Quartzo,788,118,16,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.083,5.728,5.625,4.333,7.188,5.125,5.0,3.667,6.0,3.333,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Fase 4 (9º ano),False
ALUNO-876,2022,False,0,U,Não,7.41,Ametista,356,107,7,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.217,7.5,7.167,5.0,7.167,5.0,7.333,7.0,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-877,2019,False,3,M,Não,6.058,Ágata,717,100,12,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.917,6.608,7.5,4.75,7.031,5.208,5.0,2.833,6.667,0.0,4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Fase 4 (9º ano),False
ALUNO-879,2022,False,1,G,Não,6.625,Ágata,617,149,7,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,8.833,5.0,5.5,3.75,7.167,5.0,6.0,5.0,0.0,2,Mantido na Fase atual,Promovido de Fase,,,Fase 2 (5º e 6º ano),False
ALUNO-881,2022,False,1,E,Não,8.057,Ametista,132,31,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,9.848,7.5,7.833,6.875,8.167,5.0,8.667,7.0,0.0,3,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),True
ALUNO-882,2022,False,1,N,Não,7.577,Ametista,282,76,3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,7.57,7.5,9.167,5.625,7.333,5.0,9.333,9.0,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-883,2022,False,1,E,Não,7.792,Ametista,203,49,3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.667,7.5,5.5,6.25,7.167,10.0,4.0,7.0,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 1 (4º ano),False
ALUNO-884,2021,False,5,B,Não,5.537,Quartzo,787,53,16,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.667,5.995,7.5,4.9,4.583,6.167,2.5,5.0,6.167,3.533,3,Promovido de Fase,Mantido na Fase atual,Alocado em Fase anterior,,Fase 8 (Universitários),False
ALUNO-885,2021,False,1,L,Não,8.018,Ametista,136,34,5,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.049,7.5,8.833,6.25,8.333,5.0,8.0,9.667,0.0,3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,,Fase 2 (5º e 6º ano),True
ALUNO-886,2020,False,1,M,Não,8.086,Topázio,120,27,3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.667,7.5,7.25,6.25,6.889,10.0,7.833,6.667,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Fase 1 (4º ano),False
ALUNO-887,2022,False,1,A,Não,5.853,Quartzo,743,176,12,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,7.222,7.5,0.0,4.583,6.5,10.0,0.0,0.0,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 1 (4º ano),False
ALUNO-889,2019,False,3,A,Não,7.832,Ametista,192,29,7,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.333,8.514,7.5,6.556,7.344,7.5,10.0,6.0,5.667,8.0,4,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Fase 3 (7º e 8º ano),True
ALUNO-891,2022,False,1,D,Não,8.025,Ametista,135,33,3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.5,10.0,7.5,6.5,6.25,7.5,10.0,5.0,8.0,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 1 (4º ano),False
ALUNO-893,2022,False,2,P,Não,5.607,Quartzo,773,144,10,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,7.0,7.5,3.5,6.458,5.556,10.0,7.0,0.0,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-895,2022,False,0,D,Não,7.944,Ametista,158,43,3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,9.762,8.125,5.667,5.625,7.667,10.0,5.0,6.333,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
ALUNO-896,2022,False,2,U,Não,7.199,Ametista,430,63,4,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.5,9.185,7.5,5.833,5.625,7.667,5.0,3.333,8.333,0.0,3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-900,2021,False,3,B,Não,7.078,Ametista,462,58,7,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.917,7.313,7.5,6.5,7.656,7.542,5.0,6.0,7.167,6.333,4,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Fase 5 (1º EM),False
ALUNO-901,2022,False,1,J,Não,6.067,Ágata,715,171,15,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.5,5.843,7.5,3.75,6.042,7.222,5.0,0.0,7.5,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-902,2019,False,0,B,Não,7.518,Ametista,302,85,4,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,8.766,7.5,7.417,5.312,7.75,5.0,8.0,6.833,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 2 (5º e 6º ano),False
ALUNO-903,2020,True,2,L,Não,8.175,Topázio,93,12,3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.0,9.383,7.5,7.5,6.042,8.222,10.0,6.5,8.5,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-905,2021,False,0,F,Sim,7.659,Ametista,252,69,4,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,6.652,7.5,9.1,6.25,8.417,5.0,9.1,9.1,0.0,2,Promovido de Fase,Mantido na Fase atual,,,Fase 2 (5º e 6º ano),False
ALUNO-909,2019,False,2,I,Não,6.654,Ágata,605,101,8,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.917,8.548,5.625,4.5,6.458,7.722,5.0,3.5,5.5,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 4 (9º ano),False
ALUNO-910,2016,False,7,A,Não,5.323,Quartzo,799,19,11,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.167,4.161,5.0,2.967,7.031,6.389,5.0,1.833,2.533,4.533,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Fase 8 (Universitários),False
ALUNO-911,2019,False,4,A,Não,5.547,Quartzo,784,72,15,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4.583,7.676,5.0,5.0,5.781,6.125,2.5,3.0,5.833,6.167,4,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Fase 7 (3º EM),False
ALUNO-913,2022,False,3,D,Não,7.028,Ágata,479,60,4,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,8.083,7.5,6.489,7.969,7.833,10.0,6.833,6.833,5.8,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Fase 3 (7º e 8º ano),True
ALUNO-914,2021,False,2,B,Não,6.941,Ágata,511,77,7,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,6.746,7.5,6.583,6.25,7.5,5.0,5.5,7.667,0.0,3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Fase 4 (9º ano),False
ALUNO-915,2022,False,2,M,Não,6.599,Ágata,627,109,8,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.917,6.153,7.5,4.667,6.042,6.444,10.0,3.667,5.667,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-916,2017,True,5,L,Sim,9.354,Topázio,2,2,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.75,10.0,9.375,8.511,9.062,9.667,10.0,8.433,8.167,8.933,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Fase 5 (1º EM),False
ALUNO-918,2022,False,4,B,Não,7.619,Ametista,266,21,2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.75,8.547,7.5,7.111,8.125,7.75,5.0,5.0,7.167,9.167,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Fase 5 (1º EM),True
ALUNO-919,2020,False,7,A,Não,4.832,Quartzo,834,20,12,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,4.027,6.875,1.478,7.656,6.389,10.0,2.667,1.1,0.667,4,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Fase 7 (3º EM),True
ALUNO-920,2018,True,5,F,Não,7.04,Ametista,475,29,2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.333,6.612,5.625,7.2,7.812,8.0,5.0,8.667,5.667,7.267,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Fase 7 (3º EM),False
ALUNO-921,2022,False,3,L,Não,4.929,Quartzo,830,131,7,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.0,3.914,6.25,1.722,7.188,6.042,2.5,1.0,2.333,1.833,4,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Fase 7 (3º EM),False
ALUNO-922,2019,False,3,G,Não,7.192,Ametista,433,52,3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75,8.458,5.0,5.167,7.5,6.708,10.0,5.333,6.667,3.5,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Fase 3 (7º e 8º ano),False
ALUNO-923,2020,False,0,F,Não,7.679,Ametista,241,64,3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,8.077,6.875,8.483,5.625,8.083,5.0,8.767,8.2,0.0,2,Promovido de Fase,Mantido na Fase atual,,,Fase 2 (5º e 6º ano),False
ALUNO-924,2022,False,1,A,Não,7.413,Ametista,351,92,8,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.5,8.778,7.5,7.25,5.625,7.722,5.0,6.0,8.5,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-925,2022,False,0,S,Não,7.819,Ametista,197,52,2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.0,8.655,6.25,7.083,5.625,7.417,10.0,7.667,6.5,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
ALUNO-926,2018,False,3,G,Não,5.149,Quartzo,815,124,9,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,6.417,5.625,3.556,7.5,6.708,5.0,4.0,5.167,1.5,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Fase 4 (9º ano),False
ALUNO-927,2020,False,1,R,Não,6.652,Ágata,606,146,11,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.417,7.466,5.625,6.25,6.042,7.5,5.0,5.0,7.5,0.0,3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,Fase 2 (5º e 6º ano),False
