NOME,ANO_INGRESSO_2022,BOLSISTA_2022,FASE_2022,TURMA_2022,PONTO_VIRADA_2022,INDE_2022,PEDRA_2022,CG_2022,CF_2022,CT_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,IPP_2022,IPV_2022,IAN_2022,NOTA_PORT_2022,NOTA_MAT_2022,NOTA_ING_2022,QTD_AVAL_2022,REC_AVA_1_2022,REC_AVA_2_2022,REC_AVA_3_2022,REC_AVA_4_2022,NIVEL_IDEAL_2022,INDICADO_BOLSA_2022
ALUNO-754,2022,False,5,K,Não,6.596,Ágata,628,37,9,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75,6.765,7.5,5.5,7.344,6.417,5.0,6.0,5.0,0.0,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Fase 7 (3º EM),True
ALUNO-755,2017,True,5,L,Não,7.468,Ametista,328,22,6,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,8.792,5.0,6.944,8.125,6.292,10.0,5.333,6.667,8.833,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase + Bolsa,Mantido na Fase + Bolsa,Fase 5 (1º EM),False
ALUNO-757,2017,False,3,E,Não,6.196,Ágata,700,95,7,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,6.688,7.5,4.75,6.25,6.417,5.0,3.0,6.0,5.25,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Fase 5 (1º EM),False
ALUNO-759,2022,False,0,U,Não,8.003,Ametista,142,39,3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.618,7.5,7.833,5.625,7.5,10.0,8.167,7.5,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
ALUNO-760,2020,False,1,P,Não,7.059,Ametista,467,120,7,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.5,9.286,7.5,3.917,5.625,6.278,10.0,2.0,5.833,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 1 (4º ano),False
ALUNO-761,2022,False,0,U,Não,7.234,Ametista,414,122,8,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.0,8.609,7.5,6.0,5.625,7.5,5.0,5.833,6.167,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-762,2022,False,1,N,Não,6.621,Ágata,619,150,8,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.0,6.731,7.5,6.5,6.25,7.0,5.0,6.167,6.833,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-763,2021,False,1,D,Não,8.013,Ametista,138,35,4,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.335,7.5,8.583,6.458,8.167,5.0,8.333,8.833,0.0,3,Promovido de Fase,Promovido de Fase,Promovido de Fase,,Fase 2 (5º e 6º ano),False
ALUNO-764,2022,False,0,J,Não,6.896,Ágata,526,150,10,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,8.407,5.625,6.25,4.688,7.417,5.0,7.333,5.167,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 2 (5º e 6º ano),False
ALUNO-765,2022,False,0,Y,Sim,8.491,Topázio,35,7,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,8.81,7.5,8.667,5.625,8.417,10.0,9.067,8.267,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
ALUNO-766,2020,False,6,A,Não,4.952,Quartzo,824,17,17,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,4.617,7.5,4.767,6.25,6.0,5.0,9.0,1.633,3.667,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Fase 7 (3º EM),False
ALUNO-768,2017,True,4,B,Não,7.084,Ametista,461,37,6,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.917,8.575,5.625,6.533,7.5,7.292,5.0,7.333,6.333,5.933,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Fase 6 (2º EM),False
ALUNO-770,2021,False,3,C,Sim,8.465,Topázio,39,10,1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.167,8.837,7.5,7.556,8.281,8.458,10.0,6.667,7.5,8.5,4,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Fase 3 (7º e 8º ano),True
ALUNO-771,2022,False,0,G,Não,6.525,Ágata,641,171,10,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.917,8.112,7.5,6.667,3.438,5.417,5.0,7.333,6.0,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-772,2022,False,7,D,Não,7.226,Ametista,418,7,5,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,6.25,8.69,6.25,9.0,5.625,6.875,5.0,9.0,9.0,0.0,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Fase 8 (Universitários),True
ALUNO-773,2016,True,3,F,Sim,8.656,Topázio,20,4,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.881,7.5,8.444,8.906,9.25,5.0,8.333,8.167,8.833,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Fase 4 (9º ano),False
ALUNO-774,2022,False,3,F,Sim,8.639,Topázio,23,5,3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.333,9.416,7.5,7.556,8.281,9.167,10.0,8.0,6.667,8.0,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Fase 3 (7º e 8º ano),True
ALUNO-778,2022,False,0,Q,Não,6.818,Ágata,551,157,8,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.0,5.412,7.5,6.083,4.688,7.5,10.0,6.333,5.833,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
ALUNO-781,2020,False,3,L,Não,6.236,Ágata,699,94,2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,7.765,6.25,6.789,7.5,7.25,5.0,5.333,7.5,7.533,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Fase 4 (9º ano),False
ALUNO-783,2020,False,2,U,Não,6.535,Ágata,639,112,9,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,3.5,8.495,5.0,6.25,6.25,8.056,5.0,5.667,6.833,0.0,3,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-784,2021,True,3,B,Não,8.218,Topázio,82,15,1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.75,9.737,4.375,7.278,8.438,8.292,10.0,6.0,7.5,8.333,4,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Fase 3 (7º e 8º ano),False
ALUNO-787,2022,False,5,K,Não,6.671,Ágata,598,35,8,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.917,6.765,7.5,6.75,7.344,5.958,5.0,6.0,7.5,0.0,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Fase 7 (3º EM),True
ALUNO-788,2022,False,5,A,Não,6.048,Ágata,719,46,7,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75,8.44,6.25,2.111,5.208,7.083,5.0,2.833,2.833,0.667,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 7 (3º EM),False
ALUNO-790,2019,True,5,B,Não,8.404,Topázio,46,7,1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,10.0,7.5,7.0,6.042,8.25,10.0,4.5,6.5,10.0,3,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,,Fase 5 (1º EM),False
ALUNO-791,2022,False,0,L,Não,8.004,Ametista,141,38,4,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,8.793,7.5,7.5,5.625,7.667,10.0,7.167,7.833,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
ALUNO-792,2017,False,3,B,Não,5.554,Quartzo,782,117,11,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,0.0,6.185,5.0,4.611,7.031,5.958,10.0,5.167,5.833,2.833,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Fase 3 (7º e 8º ano),False
ALUNO-794,2017,True,4,L,Não,7.302,Ametista,392,32,7,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.917,9.792,5.625,6.589,7.969,8.125,2.5,5.0,6.667,8.1,4,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Fase 7 (3º EM),False
ALUNO-796,2018,False,4,A,Não,6.258,Ágata,693,63,12,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,6.407,7.5,4.556,7.656,6.5,5.0,3.333,4.333,6.0,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Fase 5 (1º EM),True
ALUNO-798,2021,False,4,L,Não,6.49,Ágata,644,58,14,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.333,8.075,5.625,4.689,7.5,6.458,5.0,4.333,5.833,3.9,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Fase 5 (1º EM),False
ALUNO-799,2022,False,2,J,Sim,7.897,Ametista,171,26,1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,8.603,7.5,5.917,6.042,8.444,10.0,4.333,7.5,0.0,3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,,Fase 2 (5º e 6º ano),False
ALUNO-800,2022,False,1,J,Não,7.862,Ametista,182,41,3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.28,7.5,9.0,5.833,7.111,5.0,8.333,9.667,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-801,2022,False,0,N,Não,6.955,Ágata,502,143,6,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.0,7.629,7.5,6.917,5.625,7.167,5.0,6.333,7.5,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-802,2021,True,1,B,Não,8.287,Topázio,62,13,2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,9.718,7.5,7.417,6.042,7.778,10.0,6.667,8.167,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,ALFA  (2º e 3º ano),False
ALUNO-804,2022,False,1,C,Não,7.365,Ametista,374,97,5,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.27,7.5,6.167,5.833,7.722,5.0,5.333,7.0,0.0,3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,Fase 2 (5º e 6º ano),False
ALUNO-805,2021,False,1,P,Não,6.613,Ágata,622,151,12,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.5,7.434,7.5,5.5,6.042,6.611,5.0,3.167,7.833,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 2 (5º e 6º ano),False
ALUNO-806,2022,False,0,Y,Não,7.412,Ametista,353,105,7,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,7.214,7.5,5.867,5.625,7.917,10.0,7.733,4.0,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
ALUNO-807,2019,False,1,J,Sim,8.814,Topázio,11,3,1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,10.0,8.75,9.5,6.667,9.611,5.0,9.333,9.667,0.0,3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,,Fase 2 (5º e 6º ano),True
ALUNO-808,2022,False,0,Q,Não,6.644,Ágata,611,167,9,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.0,6.565,7.5,6.75,5.312,7.5,5.0,7.167,6.333,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-810,2022,False,2,U,Não,5.93,Quartzo,735,133,14,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,7.032,7.5,2.0,5.625,7.056,5.0,1.833,2.167,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-811,2018,True,2,F,Não,6.969,Ágata,497,74,12,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.0,7.867,5.0,7.25,6.458,7.5,5.0,5.5,9.0,0.0,3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,Fase 3 (7º e 8º ano),False
ALUNO-812,2021,False,0,E,Não,7.675,Ametista,246,67,1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.0,9.315,7.5,8.417,5.625,8.083,5.0,8.833,8.0,0.0,2,Promovido de Fase,Promovido de Fase,,,Fase 2 (5º e 6º ano),False
ALUNO-814,2019,False,2,I,Não,6.323,Ágata,680,124,10,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.0,8.238,7.5,3.667,6.25,6.833,5.0,1.333,6.0,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-815,2022,False,4,P,Não,6.581,Ágata,632,57,7,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,6.78,7.5,5.5,7.5,6.875,5.0,3.0,8.0,0.0,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Fase 6 (2º EM),False
ALUNO-816,2022,False,3,B,Não,7.564,Ametista,287,34,5,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.333,7.115,7.5,7.5,7.656,6.458,10.0,5.667,7.833,9.0,4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Fase 3 (7º e 8º ano),False
ALUNO-817,2019,False,3,A,Não,7.28,Ametista,403,47,12,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.75,7.74,7.5,7.222,8.125,8.0,2.5,5.0,7.333,9.333,4,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Fase 6 (2º EM),True
ALUNO-818,2021,False,0,Q,Não,7.831,Ametista,193,51,1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.008,7.5,8.25,5.625,8.333,5.0,9.0,7.5,0.0,2,Promovido de Fase,Promovido de Fase,,,Fase 1 (4º ano),False
ALUNO-819,2022,False,0,L,Não,6.902,Ágata,523,149,11,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.5,9.291,7.5,4.333,5.938,7.417,5.0,5.0,3.667,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-820,2017,True,5,B,Não,7.305,Ametista,388,25,10,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.083,8.132,5.625,8.433,6.458,7.875,5.0,9.0,7.0,9.3,3,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase + Bolsa,,Fase 6 (2º EM),False
ALUNO-822,2021,False,1,C,Não,8.229,Topázio,77,17,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.595,5.625,8.333,6.25,7.778,10.0,8.167,8.5,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 1 (4º ano),False
ALUNO-823,2018,True,2,L,Não,7.913,Ametista,164,23,6,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.5,9.321,8.75,7.167,6.458,8.222,5.0,6.667,7.667,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-824,2019,False,2,U,Não,5.915,Quartzo,737,134,15,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.0,6.061,7.5,4.25,6.25,5.889,5.0,4.5,4.0,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-825,2018,True,3,B,Não,5.705,Quartzo,759,109,9,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.917,5.579,4.375,5.478,7.812,4.917,5.0,4.667,5.0,6.767,4,Promovido de Fase,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Fase 5 (1º EM),False
ALUNO-828,2016,True,6,A,Não,6.259,Ágata,692,13,13,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.583,4.846,8.125,3.833,7.969,7.278,5.0,4.667,4.0,2.833,4,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Fase 7 (3º EM),False
ALUNO-829,2017,False,4,F,Não,7.118,Ametista,450,36,8,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.167,8.249,5.625,5.667,6.719,5.917,10.0,5.833,6.167,5.0,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Fase 4 (9º ano),False
ALUNO-830,2017,True,5,B,Não,8.136,Topázio,103,9,3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.583,9.242,6.25,7.167,6.458,8.125,10.0,4.5,8.0,9.0,3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,,Fase 5 (1º EM),False
ALUNO-831,2019,False,2,U,Não,6.446,Ágata,650,115,10,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.104,7.5,3.0,6.25,6.0,5.0,1.333,4.667,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-832,2022,False,3,E,Sim,8.62,Topázio,27,7,1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.375,7.5,6.944,9.062,8.5,10.0,7.0,6.667,7.167,4,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Fase 3 (7º e 8º ano),True
ALUNO-834,2021,False,3,A,Não,6.615,Ágata,621,81,14,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.917,7.739,7.5,4.5,7.5,6.875,5.0,3.333,5.667,4.5,4,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Promovido de Fase,Fase 5 (1º EM),False
ALUNO-835,2016,False,2,K,Não,5.661,Quartzo,769,142,12,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,6.182,5.0,3.25,6.25,6.0,5.0,2.667,3.833,0.0,3,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-836,2022,False,0,O,Não,6.894,Ágata,527,151,12,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,7.639,7.5,6.0,5.0,7.333,5.0,6.0,6.0,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 2 (5º e 6º ano),False
ALUNO-839,2022,False,1,D,Não,8.079,Topázio,123,28,2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.855,7.5,8.0,6.25,8.167,5.0,7.667,8.333,0.0,3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-840,2019,False,0,I,Não,7.151,Ametista,443,130,3,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.486,6.875,7.25,5.0,7.083,5.0,7.333,7.167,0.0,2,Promovido de Fase,Promovido de Fase,,,Fase 2 (5º e 6º ano),False
ALUNO-841,2022,False,0,Y,Não,6.839,Ágata,543,154,9,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.917,8.23,4.375,7.717,4.375,7.417,5.0,7.8,7.633,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,Fase 1 (4º ano),False
ALUNO-843,2021,False,7,A,Não,5.784,Quartzo,752,17,9,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.333,5.227,5.0,4.111,6.719,7.056,5.0,3.333,2.6,6.4,4,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Fase 8 (Universitários),False
ALUNO-844,2022,False,1,R,Não,7.308,Ametista,384,99,7,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.5,8.611,7.5,6.75,6.25,7.556,5.0,5.5,8.0,0.0,3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Fase 3 (7º e 8º ano),False
ALUNO-847,2022,False,0,A,Não,7.862,Ametista,181,50,3,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.5,8.714,8.125,7.95,5.0,6.333,10.0,8.933,6.967,0.0,2,Mantido na Fase atual,Mantido na Fase atual,,,ALFA  (2º e 3º ano),False
