NOME,INSTITUICAO_ENSINO_ALUNO_2020,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_2020,TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
ALUNO-484,FIAP,18,4,8,A,Não se Aplica,5.703,D,Quartzo,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Ponto a melhorar em 2021: As suas notas na Faculdade.,Não se Aplica,9.583,0.0,3.125,7.8,0.0,0.0,10.0
ALUNO-486,Escola Pública,12,1,2,B,Não,5.863,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,9.0,5.0,0.5,5.625,7.5,5.0
ALUNO-487,Escola Pública,8,1,0,G,Não,8.781,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.5,10.0,7.5,10.0,7.812,6.5,10.0
ALUNO-488,Escola Pública,13,1,3,R,Não,6.512,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,4.2,6.875,5.667,7.292,5.611,10.0
ALUNO-490,Rede Decisão/União,14,4,3,B,Não,8.003,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.583,8.5,6.875,8.667,7.656,8.292,5.0
ALUNO-491,Escola Pública,10,1,1,F,Não,6.662,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,2.3,7.5,10.0,7.188,6.917,5.0
ALUNO-492,Escola Pública,17,2,7,A,Não,7.602,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.667,8.1,7.5,5.833,7.656,8.167,10.0
ALUNO-495,FIAP,19,1,8,A,Não se Aplica,8.652,B,Ametista,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,Não se Aplica,7.917,10.0,7.5,8.4,0.0,0.0,10.0
ALUNO-496,Rede Decisão/União,11,2,3,B,Não,8.689,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.5,7.5,7.667,7.969,8.542,10.0
ALUNO-499,Rede Decisão/União,11,3,1,B,Não,8.309,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,8.7,10.0,9.0,7.188,8.0,5.0
ALUNO-500,Escola Pública,16,1,6,A,Não,7.772,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.167,8.5,7.5,4.833,7.969,8.208,10.0
ALUNO-502,Escola Pública,13,2,4,L,Não,8.179,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75,8.5,7.5,6.667,8.542,8.333,10.0
ALUNO-503,Escola Pública,8,0,0,B,Não,7.233,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,10.0,7.5,5.75,2.5,5.917,10.0
ALUNO-506,Escola Pública,7,0,0,A,Não,8.783,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.5,10.0,7.5,10.0,7.5,7.167,10.0
ALUNO-507,Escola Pública,13,4,3,E,Não,8.009,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,8.8,5.0,7.667,8.125,7.222,10.0
ALUNO-509,Escola Pública,17,2,7,A,Sim,8.216,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.917,9.5,7.5,6.333,7.656,8.708,10.0
ALUNO-512,Escola Pública,14,1,3,C,Sim,8.303,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75,10.0,4.375,8.333,9.792,9.222,5.0
ALUNO-513,Escola Pública,9,0,1,G,Não,8.734,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.417,9.4,7.5,10.0,8.125,7.75,10.0
ALUNO-515,Escola Pública,14,1,5,G,Não,7.521,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.667,9.1,6.875,6.333,7.969,6.417,10.0
ALUNO-517,Escola Pública,15,0,5,B,Não,6.953,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.167,3.1,7.5,6.333,8.333,7.833,10.0
ALUNO-518,Rede Decisão/União,16,1,6,A,Não,8.32,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75,9.2,7.5,7.333,7.969,7.958,10.0
ALUNO-520,Escola Pública,10,2,2,N,Sim,8.173,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.417,9.6,6.25,6.0,8.75,9.056,10.0
ALUNO-521,Escola Pública,10,2,1,E,Não,8.647,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,8.5,10.0,10.0,8.75,8.611,5.0
ALUNO-522,Escola Pública,11,2,1,A,Não,7.495,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,9.3,7.5,6.5,7.188,7.583,5.0
ALUNO-524,Escola Pública,9,0,0,F,Não,8.363,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,10.0,7.5,9.5,8.125,7.5,5.0
ALUNO-527,Rede Decisão/União,16,3,5,F,Sim,7.903,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.167,8.5,6.875,6.667,8.906,9.375,5.0
ALUNO-530,Escola Pública,10,0,1,M,Não,5.045,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,3.3,7.5,0.0,7.188,7.583,5.0
ALUNO-531,Escola Pública,16,1,4,A,Sim,7.579,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.333,9.8,7.5,5.0,7.917,8.722,5.0
ALUNO-533,Escola Pública,13,1,2,C,Não,5.636,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,6.7,6.875,0.0,7.917,6.833,5.0
ALUNO-534,Escola Pública,11,1,0,H,Não,8.306,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,10.0,6.25,10.0,7.812,7.5,5.0
ALUNO-535,Escola Pública,14,1,1,M,Não,6.958,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.5,5.625,7.5,5.625,7.417,2.5
ALUNO-540,Escola Pública,12,2,1,G,Não,7.483,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,8.1,7.5,7.0,8.125,7.75,5.0
ALUNO-541,Escola Pública,13,1,3,F,Sim,9.098,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.167,9.9,6.875,9.667,7.917,8.944,10.0
ALUNO-544,Escola Pública,12,1,2,R,Não,6.706,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,7.6,3.75,5.5,7.5,7.556,5.0
ALUNO-545,Escola Pública,10,0,1,J,Não,6.743,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,6.9,7.5,5.0,7.292,7.667,5.0
ALUNO-546,Escola Pública,18,2,5,L,Não,4.929,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.333,5.4,3.125,4.667,5.417,4.889,2.5
ALUNO-547,Escola Pública,14,2,4,L,Não,7.276,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.333,6.6,5.0,6.0,8.333,7.944,10.0
ALUNO-549,Escola Pública,13,3,3,M,Não,4.583,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,1.7,4.375,0.0,7.969,6.292,10.0
ALUNO-552,Escola Pública,12,1,2,P,Não,5.73,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0.0,8.7,6.875,3.0,7.917,7.056,5.0
ALUNO-555,Escola Pública,10,1,1,J,Não,7.817,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,9.5,7.5,7.5,7.5,7.833,5.0
ALUNO-557,Escola Pública,12,2,2,M,Não,7.702,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,8.5,6.25,7.5,8.438,7.917,5.0
ALUNO-559,Escola Pública,12,1,2,H,Não,5.866,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,4.3,7.5,4.0,6.562,7.25,5.0
ALUNO-560,Escola Pública,10,1,1,N,Não,6.856,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.917,5.3,7.5,7.5,6.875,7.333,5.0
ALUNO-561,Escola Pública,13,1,3,F,Não,6.012,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,5.5,7.5,1.167,8.125,6.833,10.0
ALUNO-562,Escola Pública,9,1,2,L,Não,8.357,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.0,9.7,7.5,6.25,9.167,8.5,10.0
ALUNO-564,Escola Pública,13,1,3,A,Não,7.289,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,4.0,5.0,9.0,7.969,7.167,10.0
ALUNO-568,Escola Pública,15,3,3,F,Não,7.725,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.333,9.7,7.5,7.333,8.125,7.111,5.0
ALUNO-569,Escola Pública,8,0,0,B,Sim,9.233,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.5,10.0,7.5,10.0,7.5,8.917,10.0
ALUNO-570,Escola Pública,11,1,1,R,Não,7.682,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,6.3,7.5,10.0,7.5,7.611,5.0
ALUNO-574,Escola Pública,16,1,5,G,Não,7.638,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.583,8.4,6.875,7.667,8.125,7.333,5.0
ALUNO-577,Escola Pública,10,1,1,K,Não,5.296,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,5.0,7.5,0.0,7.292,7.833,5.0
ALUNO-579,Escola Pública,10,3,2,H,Sim,7.842,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,8.5,6.25,6.5,5.0,9.083,10.0
ALUNO-581,Escola Pública,16,2,4,B,Não,4.741,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75,1.9,7.5,0.0,7.917,7.222,5.0
ALUNO-583,Escola Pública,14,1,4,E,Não,7.424,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.083,6.2,6.875,7.667,7.969,7.292,10.0
ALUNO-585,Escola Pública,15,2,1,E,Não,6.519,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.0,4.375,6.0,5.208,8.056,2.5
ALUNO-586,Escola Pública,10,0,1,K,Não,7.983,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,8.1,7.5,10.0,7.292,7.667,5.0
ALUNO-588,Escola Pública,8,1,0,E,Não,8.665,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,10.0,7.5,7.5,7.812,8.167,10.0
ALUNO-589,Escola Pública,11,1,1,J,Não,7.393,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.417,8.3,7.5,8.0,5.417,7.5,5.0
ALUNO-594,Escola Pública,11,0,1,K,Não,7.966,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.8,6.875,9.0,7.292,7.944,5.0
ALUNO-597,Escola Pública,17,1,7,B,Não,5.839,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,6.25,3.7,5.625,5.5,5.781,6.167,10.0
ALUNO-598,Escola Pública,16,1,4,E,Não,6.027,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.583,7.0,7.5,1.667,7.188,6.833,5.0
ALUNO-599,UNISA,18,1,8,A,Não se Aplica,6.567,C,Ágata,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,Não se Aplica,7.917,0.0,6.875,8.5,0.0,0.0,10.0
ALUNO-601,Escola Pública,16,1,6,B,Não,5.284,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0.0,5.1,6.875,2.667,7.344,6.542,10.0
ALUNO-602,Escola Pública,11,1,0,D,Não,6.199,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,3.5,9.4,4.375,8.0,7.812,3.25,5.0
ALUNO-603,Escola Pública,13,2,1,R,Não,6.069,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.333,8.1,5.0,3.0,6.042,8.056,5.0
ALUNO-604,Rede Decisão/União,17,2,7,B,Não,8.47,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75,9.7,7.5,7.333,7.969,8.208,10.0
ALUNO-605,Escola Pública,13,3,2,E,Não,7.342,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,7.1,7.5,8.0,7.5,7.111,5.0
ALUNO-606,Escola Pública,17,2,5,F,Não,7.556,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.167,9.6,6.25,6.667,7.031,7.792,5.0
