NOME,INSTITUICAO_ENSINO_ALUNO_2020,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_2020,TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020
ALUNO-341,FIAP,19,2,8,A,Não se Aplica,9.097,A,Topázio,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,Não se Aplica,9.167,10.0,7.5,9.2,0.0,0.0,10.0
ALUNO-342,Rede Decisão/União,11,4,2,B,Não,8.134,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.2,5.625,8.0,5.312,8.5,10.0
ALUNO-343,Escola Pública,16,0,3,J,Sim,7.583,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,8.1,7.5,8.0,8.125,9.0,2.5
ALUNO-344,Escola Pública,16,1,6,A,Não,4.349,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,0.0,3.8,5.0,0.0,6.719,7.083,10.0
ALUNO-345,Escola Pública,8,1,0,F,Não,8.5,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.5,10.0,7.5,10.0,7.5,5.75,10.0
ALUNO-346,Escola Pública,8,1,1,A,Não,8.419,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,8.0,7.5,9.5,7.188,7.75,10.0
ALUNO-348,Escola Pública,9,1,0,D,Não,7.792,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,10.0,6.25,9.5,2.5,7.833,5.0
ALUNO-349,Escola Pública,10,0,0,C,Sim,9.2,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,10.0,7.5,10.0,10.0,10.0,5.0
ALUNO-353,Escola Pública,12,1,2,G,Não,7.166,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.0,8.3,6.25,6.0,7.917,6.944,5.0
ALUNO-354,Escola Pública,15,4,4,F,Não,4.656,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.167,3.4,4.375,0.0,7.969,6.625,5.0
ALUNO-355,Escola Pública,11,1,1,N,Não,6.408,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,8.1,5.0,4.0,7.708,7.333,5.0
ALUNO-359,Escola Pública,10,1,2,F,Não,8.175,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.5,9.3,7.5,7.0,7.708,7.722,10.0
ALUNO-361,Escola Pública,9,1,1,F,Não,5.668,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,4.3,5.625,0.0,8.125,7.667,10.0
ALUNO-364,Escola Pública,9,1,1,B,Não,7.813,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.9,4.375,7.5,5.625,7.167,10.0
ALUNO-365,Rede Decisão/União,15,3,5,G,Sim,8.396,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,9.6,5.0,6.667,8.594,9.125,10.0
ALUNO-367,Escola Pública,13,4,3,F,Não,8.326,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.167,9.4,7.5,6.667,8.125,8.167,10.0
ALUNO-368,UNISA,18,1,8,A,Não se Aplica,8.695,B,Ametista,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,Não se Aplica,8.75,10.0,7.5,8.3,0.0,0.0,10.0
ALUNO-370,Escola Pública,13,1,3,G,Sim,8.613,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75,9.9,7.5,6.5,8.75,9.167,10.0
ALUNO-371,Rede Decisão/União,17,3,7,B,Não,7.38,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.917,7.8,5.0,7.333,5.781,7.417,10.0
ALUNO-372,Escola Pública,12,3,2,E,Não,6.817,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.0,5.0,6.0,7.5,6.833,5.0
ALUNO-373,Escola Pública,14,3,3,M,Não,6.217,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75,5.0,5.625,5.667,8.125,6.667,5.0
ALUNO-375,Rede Decisão/União,10,4,2,B,Sim,9.335,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,9.5,7.5,9.5,9.688,9.583,10.0
ALUNO-377,Rede Decisão/União,11,3,3,G,Não,7.412,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,6.7,4.375,6.0,8.542,8.111,10.0
ALUNO-378,Rede Decisão/União,15,4,5,G,Não,7.969,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.917,9.7,3.75,7.0,8.125,8.25,10.0
ALUNO-379,Escola Pública,14,2,3,H,Não,5.682,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.0,6.6,5.0,4.167,5.625,4.833,5.0
ALUNO-380,FIAP,19,4,8,A,Não se Aplica,5.395,D,Quartzo,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,Não se Aplica,0.0,0.0,4.375,8.8,0.0,0.0,10.0
ALUNO-381,Escola Pública,9,1,0,D,Não,6.443,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.8,2.5,8.5,2.5,4.167,5.0
ALUNO-382,FIAP,18,1,8,A,Não se Aplica,8.848,B,Ametista,Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.,Seu destaque em 2020: As suas boas notas na Faculdade.,Não se Aplica,8.333,10.0,6.875,9.1,0.0,0.0,10.0
ALUNO-383,Escola Pública,10,1,0,E,Não,7.919,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,10.0,6.875,7.5,7.812,7.5,5.0
ALUNO-385,Escola Pública,14,0,3,R,Não,7.338,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.75,8.6,7.5,6.0,7.708,7.611,5.0
ALUNO-387,Escola Pública,13,2,2,R,Não,6.289,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,5.6,4.375,6.0,6.875,7.222,5.0
ALUNO-388,Escola Pública,12,2,2,C,Não,7.042,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.0,8.8,7.5,5.5,6.875,7.222,5.0
ALUNO-389,Escola Pública,16,0,5,A,Sim,8.404,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.333,9.0,7.5,9.333,8.542,9.0,5.0
ALUNO-390,Escola Pública,15,1,5,A,Não,7.425,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.333,5.3,7.5,7.667,7.708,7.389,10.0
ALUNO-393,Escola Pública,11,3,2,F,Não,7.213,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,7.5,6.875,4.25,7.083,7.833,10.0
ALUNO-394,Rede Decisão/União,15,4,4,F,Não,5.935,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,5.3,5.0,6.333,6.25,6.167,5.0
ALUNO-396,Escola Pública,15,1,4,A,Não,7.455,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,9.1,7.5,8.0,8.125,6.111,5.0
ALUNO-397,Rede Decisão/União,12,4,3,B,Não,7.688,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.167,9.5,4.375,6.667,7.5,6.75,10.0
ALUNO-399,Escola Pública,12,0,2,P,Não,4.234,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0.0,4.6,6.875,0.0,7.708,6.778,5.0
ALUNO-400,Escola Pública,10,1,1,C,Não,4.864,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,4.3,3.75,0.0,7.292,7.5,5.0
ALUNO-401,Escola Pública,13,1,3,L,Não,8.41,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,9.9,7.5,6.167,7.969,8.458,10.0
ALUNO-404,Rede Decisão/União,13,4,3,L,Não,8.319,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,9.9,4.375,6.667,8.594,8.542,10.0
ALUNO-406,Escola Pública,10,2,1,D,Não,7.979,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.8,7.5,9.5,7.188,7.25,5.0
ALUNO-407,Rede Decisão/União,13,2,3,L,Sim,8.289,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,5.833,9.9,5.0,7.667,8.594,9.167,10.0
ALUNO-408,Escola Pública,8,0,0,C,Não,9.317,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,10.0,10.0,10.0,7.5,8.333,10.0
ALUNO-414,Escola Pública,14,1,2,P,Não,5.774,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.917,8.0,7.5,0.0,8.542,6.889,5.0
ALUNO-416,Escola Pública,13,2,2,G,Não,7.78,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,9.7,6.25,7.0,7.708,8.222,5.0
ALUNO-421,Escola Pública,15,2,3,A,Não,7.137,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.583,5.9,7.5,7.667,7.656,7.25,5.0
ALUNO-424,Escola Pública,12,3,1,G,Não,7.912,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.8,7.5,9.0,7.188,7.417,5.0
ALUNO-425,Escola Pública,13,1,3,H,Não,7.132,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75,6.2,7.5,7.333,6.667,5.667,10.0
ALUNO-426,Escola Pública,10,0,1,K,Não,6.646,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.0,6.5,7.5,5.0,7.292,7.833,5.0
ALUNO-431,Escola Pública,9,0,0,F,Não,6.814,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.8,6.875,8.5,2.5,3.833,5.0
ALUNO-435,Escola Pública,16,0,4,B,Não,7.313,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,8.8,7.5,5.333,8.75,8.056,5.0
ALUNO-437,Escola Pública,9,2,1,C,Não,7.808,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.0,8.5,7.5,5.5,7.917,7.333,10.0
ALUNO-439,Escola Pública,15,2,4,L,Não,4.931,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.583,3.6,7.5,0.0,7.917,6.056,5.0
ALUNO-441,Escola Pública,11,1,2,J,Não,7.599,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.5,7.4,6.25,8.5,5.0,6.722,10.0
ALUNO-442,Escola Pública,9,0,0,F,Não,8.217,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,10.0,7.5,9.5,7.5,7.333,5.0
ALUNO-443,Escola Pública,12,1,2,P,Não,7.671,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,9.7,7.5,6.0,8.75,7.778,5.0
ALUNO-445,Escola Pública,11,0,1,M,Não,6.662,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,6.3,7.5,4.75,7.188,7.917,5.0
ALUNO-447,Escola Pública,10,1,0,G,Não,7.0,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,10.0,5.0,9.5,2.5,5.0,5.0
ALUNO-448,Escola Pública,11,1,2,R,Não,7.511,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.5,8.9,9.375,1.5,8.542,8.444,10.0
ALUNO-449,Escola Pública,9,1,1,N,Não,8.746,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.5,9.2,7.5,10.0,7.5,7.278,10.0
ALUNO-450,Escola Pública,15,1,4,E,Não,6.957,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.917,6.4,7.5,6.667,8.438,7.292,5.0
ALUNO-451,Escola Pública,9,2,1,E,Não,7.322,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.0,8.0,6.25,4.5,7.083,7.944,10.0
ALUNO-453,Escola Pública,10,1,1,G,Não,5.683,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,6.1,7.5,0.0,8.125,7.75,5.0
ALUNO-455,Escola Pública,9,1,2,F,Sim,8.586,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.5,9.3,7.5,7.0,7.708,9.278,10.0
ALUNO-457,Escola Pública,7,0,1,J,Não,5.912,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.0,7.1,5.625,0.0,5.625,7.833,10.0
ALUNO-458,Escola Pública,10,0,1,C,Não,5.536,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.5,6.2,7.5,0.0,7.292,7.333,5.0
ALUNO-459,Escola Pública,17,1,5,L,Não,5.938,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.667,6.9,3.125,3.667,8.125,7.667,5.0
ALUNO-460,Escola Pública,15,4,5,G,Sim,8.114,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,9.0,4.375,6.333,8.594,8.958,10.0
ALUNO-462,Escola Pública,16,0,5,B,Não,7.248,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.917,8.2,7.5,6.0,8.333,7.667,5.0
ALUNO-463,Rede Decisão/União,12,3,3,L,Não,8.291,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75,9.7,5.0,8.0,8.594,7.583,10.0
ALUNO-464,Escola Pública,14,0,4,B,Não,6.841,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.583,8.4,7.5,0.0,8.75,7.889,10.0
ALUNO-466,Escola Pública,17,3,6,A,Não,5.782,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,0.0,6.5,6.25,5.167,7.656,7.792,5.0
ALUNO-467,Escola Pública,13,1,2,M,Não,6.623,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,7.5,6.875,3.75,7.188,7.583,5.0
ALUNO-468,Escola Pública,10,2,1,N,Não,7.426,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,7.5,5.0,9.0,6.875,7.444,5.0
ALUNO-469,Rede Decisão/União,12,4,3,A,Não,8.347,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75,9.1,6.875,8.0,7.812,7.917,10.0
ALUNO-472,Escola Pública,10,0,1,K,Não,8.223,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,8.9,7.5,9.5,7.708,8.111,5.0
ALUNO-473,Escola Pública,10,2,1,E,Não,7.809,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,7.7,6.875,10.0,6.875,7.222,5.0
ALUNO-474,Escola Pública,10,1,1,H,Não,8.034,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,8.3,7.5,9.5,7.292,7.722,5.0
ALUNO-476,Escola Pública,17,1,7,B,Não,8.101,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.333,9.1,6.25,7.167,7.812,8.042,10.0
ALUNO-477,Escola Pública,12,1,2,L,Não,5.791,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.0,5.9,5.0,2.75,7.5,7.056,5.0
ALUNO-478,Escola Pública,14,0,2,G,Não,6.578,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.5,9.3,7.5,2.0,7.292,6.944,5.0
ALUNO-482,Escola Pública,12,4,2,E,Não,8.342,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.0,9.6,7.5,8.0,9.167,8.278,5.0
ALUNO-483,Rede Decisão/União,11,2,2,E,Não,8.374,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.5,9.6,5.0,8.0,7.708,8.167,10.0
